"Plot","Age (years)","Stocking (stem/ha)","BA (m2/ha)","DBH (cm)","Stem Vol. (m3/ha)","Harvest vol. (m3/ha)","MTH (m)","Mean height (m)","Wood dens. (kg/m3)","Crown height (m)"
"Rapo10",26,782,74.6200785939,34.8528804304195,1112.84651540454,0,45.3783395645391,42.4108591137962,348.896379957863,NA
"Rapo10",27,782,75.7002496712934,35.1042324142811,1159.65783318062,0,46.6669508713467,43.6152027083373,350.126417919206,NA
"Rapo10",28,782,76.7339399975278,35.3430946993399,1205.47642199201,0,47.9081127222922,44.7751997664712,351.270514875853,NA
"Rapo10",29,782,77.7242871302375,35.5704368609047,1250.27799276665,0,49.1029323179383,45.89188508426,352.340500636267,NA
"Rapo10",30,782,78.6745887276369,35.7872284742841,1294.05239336421,0,50.2525722050268,46.9663451846249,353.346473638857,NA
"Rapo10",31,782,79.5882894030713,35.9944391147869,1336.80278399186,0,51.3582362105227,47.9997051712236,354.275864677087,NA
"Rapo10",32,782,80.4689687345389,36.1930383577219,1378.54481679601,0,52.4211574199465,48.9931174929289,355.137784794053,NA
"Rapo10",33,782,81.320330429185,36.3839957783977,1419.30582892055,0,53.4425879122984,49.9477523500298,355.94017545982,NA
"Rapo10",34,782,82.1461926427686,36.5682809521231,1459.12405702431,0,54.4237900081266,50.8647895146256,356.689999427324,NA
"Rapo10",35,782,82.9504794540999,36.7468634542067,1498.04788006217,0,55.3660288237889,51.7454113717954,357.393397397934,NA
"Rapo10",36,782,83.7372134944512,36.9207128599574,1536.13509605729,0,56.2705659552535,52.5907970164416,358.055817192887,NA
"Rapo10",37,782,84.510509731938,37.0907987446837,1573.45223762262,0,57.13865414008,53.4021172643468,358.682120673423,NA
"Rapo10",38,782,85.2745704108741,37.2580906836946,1610.07393012393,0,57.9715327674636,54.1805304558348,359.276672539034,NA
"Rapo10",39,782,86.0336811460967,37.4235582522986,1646.08229560846,0,58.7704241241385,54.9271789471702,359.843414274485,NA
"Rapo10",40,782,86.7942692383159,37.5886173287903,1681.60633732519,0,59.5365302791307,55.6431861990304,360.386523473365,NA
"Rapo10",41,782,87.5477068525564,37.7514131141321,1716.48669466304,0,60.2710305232736,56.3296543834621,360.914108429853,NA
"Rapo10",42,782,88.2894730434317,37.9110041425073,1750.63815431892,0,60.9750792904501,56.9876624410618,361.410311584308,NA
"Rapo10",43,782,89.0208289941025,38.0677003789544,1784.08831746549,0,61.6498044969976,57.6182645289746,361.877918702105,NA
"Rapo10",44,782,89.7428758544358,38.2217719189971,1816.86350217485,0,62.2963062438642,58.2224888079213,362.319396457839,NA
"Rapo10",45,782,90.4565588459955,38.3734508690299,1848.9884603773,0,62.9156558331384,58.8013365230418,362.736932223498,NA
"Rapo10",46,782,91.1628902241848,38.5229793672193,1880.49065027994,0,63.5088950566646,59.3557813390308,363.13252388949,NA
"Rapo10",47,782,91.8626618274644,38.6705490260216,1911.39416142406,0,64.0770357197374,59.8867688949799,363.507930074837,NA
"Rapo10",48,782,92.556741298088,38.8163641224783,1941.72559333399,0,64.6210593674628,60.3952165486328,363.864769145226,NA
"Rapo10",49,782,93.245784749273,38.9605814277658,1971.50792448162,0,65.1419171853765,60.8820132835032,364.204466303925,NA
"Rapo10",50,782,93.9305330694687,39.1033728370151,2000.76654382984,2000.76654382984,65.64053004941,61.3480197555729,364.528343276967,NA
"Rapo100",1,1309,0,0,0,0,1.00721371096165,0.937275280232261,NA,NA
"Rapo100",2,1309,0.120327996145189,1.08175203462803,0.384805141550932,0,2.28872294009557,2.12979967578476,273.428670331189,NA
"Rapo100",3,1309,1.77239102274616,4.15168265238451,4.43350131096684,0,3.83935184832103,3.57275674505028,280.348827762068,NA
"Rapo100",4,1309,6.10540087034478,7.70551145997514,16.8732123100524,0,5.56141479631488,5.17524389806719,284.83246496969,NA
"Rapo100",5,1309,13.0592612631321,11.2694749820489,41.9931495148194,0,7.39670491716355,6.88309600890034,289.891884637422,NA
"Rapo100",6,1309,21.7468017050787,14.5426005669393,81.4365798240899,0,9.3056763943366,8.65951322478045,295.085169753127,NA
"Rapo100",7,1309,30.8346587952989,17.3166529065826,133.00614516254,0,11.2596370793085,10.4777957090621,300.322477252191,NA
"Rapo100",8,1309,39.076202150856,19.493981625577,191.619890147789,0,13.2369633396419,12.3178213209008,305.553033814176,NA
"Rapo100",9,1309,45.8049098519753,21.1057308213473,252.145288239389,0,15.2209740172614,14.1640672006101,310.667295581978,NA
"Rapo100",10,1309,50.9922027306974,22.2687718044569,311.538873392244,0,17.1986144620446,16.004385180707,315.548692235511,NA
"Rapo100",11,1309,54.9447787701397,23.1157289345174,368.849539213228,0,19.1595837479368,17.829189605983,320.124644012093,NA
"Rapo100",12,1309,58.0156279802873,23.7529129601826,424.196857732517,0,21.0957252809313,19.6308902561599,324.367809430037,NA
"Rapo100",13,1309,60.4804740542711,24.2522463926235,477.964862762804,0,23.0005841653903,21.4034804475997,328.280121680525,NA
"Rapo100",14,1309,62.5246983414106,24.6587002341817,530.463819623199,0,24.8690755527585,23.1422284110632,331.880494047423,NA
"Rapo100",15,1309,64.2722894262731,25.0009357257497,581.919382999688,0,26.6972298945031,24.8434402336569,335.193039988341,NA
"Rapo100",16,1309,65.8839235674883,25.3124455240207,633.228129726845,0,28.4819932853656,26.5042740657558,338.190912163955,NA
"Rapo100",17,1309,67.4087120100096,25.6036801434635,684.538049609326,0,30.2210683799896,28.1225920839869,340.852856786206,NA
"Rapo100",18,1309,68.8504959263156,25.8760460259848,735.639569834323,0,31.9127858984437,29.6968409190916,343.177060455679,NA
"Rapo100",19,1309,70.2096084641852,26.1301952042572,786.309045310382,0,33.5559996566402,31.2259539751725,345.222253512804,NA
