"Age","Needle_0to1yr(X3)","Needle_1to2yr(X4)","Needle_2plus_yr(X5)","Live_branch(X6)","Dead_branch(X7)","Stem_wood(X8)","Coarse_root(X9)","Needle_litter(X10)","Branch_litter(X11)","Stem_litter(X12)","Coarse_root_litter(X13)","Live_fine_root(X14)","Fine_root_litter(X15)","Stem_bark(X16)","SPHA","BA","HT","GCL","Vol","dens","CTREES","CSHRUB","CSTAND","CFAS","CSTEM","C_branch_live","C_branch_dead","CROOTL","CROOTD","C_needle_litter","C_branch_litter","C_stem_litter","cfrac_bark","AGL","BGL","DWL","FL","Total","Plot"
23,1.41793887771569,0.685812338000415,0.16430599161551,20.6457645930387,0.532791956276774,67.204782421795,17.6884216091346,5.17693042694442,0,0,0,2.08321514797854,5.54122918663569,6.95367539329428,310,21.9641218916657,20.6806306414157,16.5237164041384,155.265577848044,0.436300175478273,64.0474339712148,3.7375,67.7849339712148,1.13402860366581,37.0792289075446,10.3228822965194,0.266395978138387,9.88581837855657,2.77061459331785,2.58846521347221,0,0,0.550744030556424,49.2009864344092,9.96653161775337,0,2.66094223944943,61.828460291612,"LowUC"
24,1.46019928925061,0.708969438857845,0.171453084500104,22.3671008463878,0.830878429472452,74.8132009647931,19.6224719689918,5.43048569089269,0,0,0,2.16303853337761,5.78461273155294,7.75679850650523,310,23.5910641338619,21.2536145159162,16.9299984623297,170.969434217392,0.438758252696388,70.5546047422911,3.9768,74.5314047422911,1.17031090630428,41.2849997356492,11.1835504231939,0.415439214736226,10.8927552511847,2.89230636577647,2.71524284544634,0,0,0.550806542456236,54.4939245509068,10.981346159992,0,2.79126964511884,68.2665403560176,"LowUC"
25,1.49797774634224,0.730099644625305,0.177242359714461,24.0005378523224,1.24577493277342,82.6908943385553,21.6209050206457,5.67414123248599,0,0,0,2.22651627355974,6.02117191121183,8.59000757809578,310,25.2316926469039,21.7929331879172,17.3112978839557,187.095151311917,0.441213062072172,77.2376344451662,4.2225,81.4601344451661,1.20265987534101,45.6404509583256,12.0002689261612,0.622887466386712,11.9237106471027,3.01058595560591,2.83707061624299,0,0,0.550853787933761,59.9481185272685,12.020327700042,0,2.9165085934978,74.8849548208083,"LowUC"
26,1.50315311624989,0.748988873171122,0.182524911156326,25.4827341074571,1.78666403126513,90.6640357708101,23.6399832503784,5.90494675892968,0,0,0,2.22619709707368,6.22993692772129,9.43478895169681,309.335035193131,26.8434737503072,22.3001126052297,17.6728760317947,203.28848713753,0.443754211988913,83.9019768979547,4.4746,88.3765768979547,1.21733345028867,50.0494123612535,12.7413670537285,0.893332015632565,12.933090173726,3.11496846386065,2.95247337946484,0,0,0.550889495297532,65.4252195809313,13.0374642048221,0,3.03514263408985,81.4978264198433,"LowUC"
27,1.52814619006423,0.751576558124947,0.187247218292781,26.8138579153522,2.46827835645652,98.819773082072,25.7021222251387,6.10722824648827,0,0,0,2.29523027918759,6.32966537091674,10.3002466356455,308.592768347328,28.4555131772068,22.776683808072,18.0126785192053,219.725417476259,0.446382179195597,90.6516860388697,4.7331,95.3847860388697,1.23348498324098,54.5600098588587,13.4069289576761,1.23413917822826,13.9986762521631,3.16483268545837,3.05361412324414,0,0,0.55091648234252,71.0008882912208,14.1112318552355,0,3.13911531869497,88.2512354651512,"LowUC"
28,1.54843166479518,0.764073095032114,0.187894139531237,27.976307695973,3.29156412624375,107.132287894614,27.8010675578832,6.2843567370047,0,0,0,2.31954285554648,6.48108479682142,11.1835368912562,307.768967007131,30.0649263641339,23.2241668883476,18.3319826349224,236.351240481157,0.449097440441211,97.4850737273507,4.998,102.483073727351,1.25019944967927,59.1579123929351,13.9881538479865,1.64578206312187,15.0603052067149,3.24054239841071,3.14217836850235,0,0,0.550936878712352,76.6513183274851,15.1809726672237,0,3.23015936282041,95.0624503575292,"LowUC"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503,0,0,0,0,0,"HighUC"
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,9.58161431022669,9.58161431022669,0,0.336480658603017,0,0.0921,0.0921,0,0,0,0,0,0,0,0,0,0.503,0,0,0,0,0,"HighUC"
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,1.23200622673098,1.23200622673098,0,0.343221217469851,0,0.1906,0.1906,0,0,0,0,0,0,0,0,0,0.503,0,0,0,0,0,"HighUC"
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,2.083773437321,2.083773437321,0,0.349620240794961,0,0.2955,0.2955,0,0,0,0,0,0,0,0,0,0.503,0,0,0,0,0,"HighUC"
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0.0463773017803506,3.06025960378327,3.06025960378327,0.118823350347736,0.355714408728464,0,0.4068,0.4068,0,0,0,0,0,0,0,0,0,0.503,0,0,0,0,0,"HighUC"
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0.207737128965278,4.1159481935147,4.1159481935147,0.509348557796783,0.36153631035167,0,0.5245,0.5245,0,0,0,0,0,0,0,0,0,0.511460396204639,0,0,0,0,0,"HighUC"
6,0.170211329567191,0,0,0.134291426142127,0,0.207532156821195,0.0683647165926645,0,0,0,0,0.162255120590208,0,0.0260780408961904,1000,0.523026488425932,5.21842430492807,5.21842430492807,1.35986649317298,0.367114590281059,0.384366395304788,0.6486,1.03296639530479,0.0851056647835954,0.116805098858693,0.0671457130710635,0,0.115309918591437,0,0,0,0,0.521116610307865,0.272515090823842,0.116792181781647,0,0,0.389307272605489,"HighUC"
7,0.270502210912229,0.0851056647835954,0,0.373681494643212,2.88536732622935e-10,0.618776263242846,0.198491551634919,0.0851056647835954,0,0,0,0.206585518867893,0.243382680885313,0.0730930014022563,1000,1.01254410387223,6.3437670006694,6.3437670006694,2.87743049187016,0.372474095272252,1.0773620257222,0.7791,1.8564620257222,0.177803937847912,0.345934632322551,0.186840747321606,1.44268366311468e-10,0.202538535251406,0.121691340442656,0.0425528323917977,0,0,0.528414619931099,0.719012955688584,0.204942400176189,0,0.043744311698768,0.967699667563541,"HighUC"
8,0.383598213035437,0.135251105456114,0.0212764161958988,0.746922595198718,2.72366091309057e-08,1.32784468081163,0.414953460653986,0.265542426003304,0,0,0,0.345627659432544,0.426701965126789,0.148923919901295,1000,1.68259498732565,7.47402653652631,7.47402653652631,5.25927784297865,0.377636020823995,2.10832123452617,0.916,3.02432123452617,0.270062867343725,0.738384300356465,0.373461297599359,1.36183045654529e-08,0.380290560043265,0.213350982563395,0.132771213001652,0,0,0.533930336949326,1.39709604698097,0.384470061690827,0,0.136488806965698,1.91805491563749,"HighUC"
9,0.497542111990063,0.191799106517718,0.0338127763640286,1.27484115511814,6.34004571087309e-07,2.42884622072542,0.74073760240783,0.52188547471948,0,0,0,0.467797505898457,0.723258432409675,0.262039951147264,1000,2.52867540195886,8.59565276064296,8.59565276064296,8.67136575860321,0.382618057782124,3.57128048565132,1.0593,4.63058048565132,0.361576997435905,1.34544308593634,0.637420577559071,3.17002285543654e-07,0.604267554153143,0.361629216204837,0.26094273735974,0,0,0.538099026194173,2.3686148009069,0.610498232178349,0,0.268249134005813,3.24736216709106,"HighUC"
10,0.607834556794832,0.248771055995031,0.0479497766294296,1.96862066878453,7.37482095146952e-06,4.00383397918735,1.19449241509019,0.833992283765502,0,0,0,0.621684642285189,1.04886030640433,0.42065213160017,1000,3.53813619353645,9.69843346018234,9.69843346018234,13.2340993821597,0.387434538943545,5.49834959567875,1.209,6.70734959567875,0.452277694709647,2.21224305539376,0.984310334392267,3.68741047573476e-06,0.90808852868769,0.524430153202164,0.416996141882751,0,0,0.54124965374861,3.684623030482,0.916995182210252,0,0.428672033855468,5.03029024654772,"HighUC"
11,0.712241536882345,0.303917278397416,0.0621927639987579,2.83031449000801,5.47530796251834e-05,6.11403394940333,1.78888076643777,1.1897398914959,0,0,0,0.774570910858177,1.43597991050186,0.631692483520956,1000,4.69251307095283,10.7747373112892,10.2963509583276,19.0150384036826,0.392096585660212,7.92180936729208,1.3651,9.28690936729208,0.539175789639259,3.37286321646214,1.415157245004,2.73765398125917e-05,1.28172583864797,0.71798995525093,0.594869945747951,0,0,0.543630846829636,5.37746634454986,1.29381419704284,0,0.611526304228894,7.28280684582159,"HighUC"
12,0.809586104697689,0.356120768441172,0.0759793195993541,3.8544201189623,0.000294001087325146,8.79530466271877,2.53000475616825,1.57536212661984,0,0,0,0.933872211390301,1.85112672332816,0.899987300645286,1000,5.96960969600664,11.818953327616,10.7347470948307,26.0278739548258,0.396612254443093,10.8410290468292,1.5276,12.3686290468292,0.620843096369108,4.84764598168203,1.92721005948115,0.000147000543662573,1.73193848377927,0.925563361664079,0.787681063309919,0,0,0.545430513845542,7.46350901981197,1.74778358745155,0,0.809736133082597,10.0210287403461,"HighUC"
13,0.898965711427398,0.404793052348844,0.0890301921102931,5.02953547692347,0.00123259589424673,12.0574630627171,3.41765190725084,1.97811984466666,0,0,0,1.08716978390645,2.28934914428297,1.22782615121347,1000,7.34535704457487,12.8270644692231,11.138222936526,34.2365732182506,0.400986683566156,14.2405684613709,1.6965,15.9370684613709,0.696394477943268,6.64264460696526,2.51476773846174,0.000616297947123365,2.25241084557865,1.14467457214148,0.989059922333332,0,0,0.546790672916198,9.94247342892347,2.27253637351335,0,1.01675360015867,13.2317634025955,"HighUC"
