"Plot","Index age","Age","Stocking b4 thin","Stocking aft thin","MTH","Crown Lth","Volume b4 thin","Volume aft thin","BA b4 thin","BA aft thin","DBH b4 thin","DBH aft thin","Mean Height","Event"
"HighShortT1",26.5,3,1000,,3.38139856051865,0,0.0569461343201242,,0.0128349854302451,,0.404214503113162,,3.15123856153259,
"HighShortT1",26.5,4,999.541,,4.91226962069836,0,1.01054831214194,,0.407925848715735,,2.27931583769935,,4.57792597371981,
"HighShortT1",26.5,5,999.08221045834,,6.52678533593976,0,4.34366067919984,,1.70579116272217,,4.66204561900433,,6.08257611980714,
"HighShortT1",26.5,6,998.623481101255,,8.18101871605357,0,11.928056196557,,4.13354753388661,,7.25896634898631,,7.62425272554698,
"HighShortT1",26.5,7,998.159975422713,,9.84396461226724,0,25.5121491699173,,7.69561765940176,,9.90685638811689,,9.17406420714218,
"HighShortT1",26.5,8,997.653131862469,,11.4932782643315,0,46.2504954250592,,12.2285472052466,,12.4914210922084,,10.7112004840361,
"HighShortT1",26.5,9,996.96525124156,,13.1127486908452,0,74.385142084652,149.04348290396,17.4466535315505,28.5294712492984,14.9255471047014,19.1172572087406,12.2205906072623,
"HighShortT1",26.5,10,993.735854739337,270,14.6906641125007,0,109.160863033757,,22.9967465188538,,17.1459146512885,,13.6913874695292,"TW"
"HighShortT1",26.5,11,270,,16.2186897179103,0,149.04348290396,,28.5294712492984,,19.1172572087406,,15.659526518586,
"HighShortT1",26.5,12,270,,17.6910639963921,0,66.6673755533621,,11.7148477360142,,23.5017739030609,,17.0811385267193,
"HighShortT1",26.5,13,270,,19.1040052312089,0,86.476911842638,,14.0761701331709,,25.7617032588546,,18.4453665328439,
"HighShortT1",26.5,14,270,,20.4552630648839,0,108.421814166987,,16.4774414748073,,27.8725824378843,,19.750037763869,
"HighShortT1",26.5,15,270,,21.7437738073089,0,132.182507317502,,18.8858051833766,,29.8400861373238,,20.9941252019686,
"HighShortT1",26.5,16,270,,22.9693920303772,0,157.444550958303,,21.276933747522,,31.6728278571159,,22.1774884328839,
"HighShortT1",26.5,17,270,,24.1326795215914,0,183.906074119023,,23.6327160963081,,33.3802156921111,,23.3006698756667,
