"Age","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","SPHA","BA","HT","GCL","Vol","dens","CTREES","CSHRUB","CSTAND","CFAS","CSTEM","C_branch_live","C_branch_dead","CROOTL","CROOTD","C_needle_litter","C_branch_litter","C_stem_litter","Plot"
16,10.3125968199749,5.33404013905496,1.37881282281162,26.1844306872261,101.050938170267,398.339993285137,112.909642783049,51.2732170683776,0,0,0,13.4285843421208,38.5827153695053,41.3729430307776,1555.724448846,172.984848548511,20.4138224207571,12.7927588647179,1208.50147658397,0.413273220844477,400.083957259151,2.2416,402.325557259151,8.51272489092074,219.856468157957,13.0922153436131,50.5254690851337,63.1691135625848,19.2913576847526,25.6366085341888,0,0,"A1862"
17,9.95711086939152,5.15629840998745,1.33351003476374,26.1844306872261,106.922550579626,443.67704484385,124.76011751368,50.5767390837364,0,0,0,13.2737465684585,38.6625798905437,46.0408193991159,1537.89015271299,177.802158204322,21.6629457886624,13.1642148747333,1311.22129764276,0.417080840466936,433.27247394019,2.4361,435.70857394019,8.22345965707136,244.858932121483,13.0922153436131,53.4612752898129,69.016932041069,19.3312899452719,25.2883695418682,0,0,"A1862"
18,9.59781688324687,4.97855543469576,1.28907460249686,26.1844306872261,111.899511947888,488.815248637711,136.485369191916,49.6764823369795,0,0,0,13.0493937061361,38.4686582001487,50.7120032499827,1519.41796517821,182.141866409481,22.8680252992958,13.5156110807613,1411.63834112186,0.420734269383447,465.578272439214,2.637,468.215272439214,7.93272346021975,269.763625943847,13.0922153436131,55.9497559739438,74.767381449026,19.2343291000744,24.8382411684898,0,0,"A1862"
19,9.23294618605686,4.79890844162344,1.24463885867394,26.1844306872261,116.01494220905,533.406979770189,148.008253883276,48.6160498352902,0,0,0,12.7524625386186,38.0390464952756,55.347490458903,1500.44779042456,186.038950036698,24.0282505145076,13.8484240243091,1509.24561590897,0.42422421512942,496.823074682091,2.8443,499.667374682091,7.63824674317712,294.377235114546,13.0922153436131,58.0074711045248,80.3803582109475,19.0195232476378,24.3080249176451,0,0,"A1862"
20,8.86214262387932,4.61647309302843,1.19972711040586,26.1844306872261,119.308297997239,577.157690645766,159.264037726464,47.4263136501353,0,0,0,12.4007469615023,37.3874361256601,59.9135556109743,1481.11104744048,189.526780726929,25.1432800292969,14.1639658906838,1603.6383481888,0.427539493231083,526.86042611614,3.058,529.91842611614,7.3391714136568,318.53562312837,13.0922153436131,59.6541489986195,85.8323923439833,18.6937180628301,23.7131568250676,0,0,"A1862"
21,8.53723404724756,4.43107131193966,1.15411827325711,26.1844306872261,121.893119308037,620.069496350289,170.262764222656,46.1300658683651,0,0,0,12.1063280029456,36.5470897825703,64.4075353308852,1461.52890686538,192.696996670139,26.2131569669031,14.4634093259439,1695.030850149,0.43066717380946,555.861626592709,3.2781,559.139726592709,7.06121181622216,342.238515840587,13.0922153436131,60.9465596540186,91.1845461128009,18.2735448912851,23.0650329341826,0,0,"A1862"
22,8.38810244189325,4.26861702362378,1.10776782798491,26.1844306872261,124.058229593913,662.841249138272,181.190688567232,44.7706649327534,0,0,0,12.1026267704205,35.7020951000521,68.9003237426521,1441.79892476224,195.779605983366,27.2382380804251,14.7478282996697,1785.07320577816,0.433592728184344,584.757397913012,3.5046,588.261997913012,6.88224364675097,365.870786440462,13.0922153436131,62.0291147969566,96.6466576688261,17.8510475500261,22.3853324663767,0,0,"A1862"
23,8.17371763819946,4.19405122094662,1.06715425590594,26.1844306872261,125.752137966737,705.066203005989,191.949481536608,43.4663029269502,0,0,0,11.7971155590412,35.2909458036557,73.3473016250256,1421.96750266701,198.717966122128,28.219134140529,15.0182644934275,1873.04276816272,0.436300175478273,613.144421113143,3.7375,616.881921113143,6.71746155752601,389.206752315507,13.0922153436131,62.8760689833685,101.873298547825,17.6454729018279,21.7331514634751,0,0,"A1862"
24,7.95152309942733,4.08685881909973,1.04851280523666,26.1844306872261,126.994515859391,746.588636238059,202.504431488532,42.2439494375483,0,0,0,11.5905831337395,34.6353273243165,77.7302920792145,1402.09062950645,201.514163286047,29.1566597412822,15.2756459046632,1958.7455096585,0.438758252696388,640.779530485895,3.9768,644.756330485895,6.54344736188186,412.159464158637,13.0922153436131,63.4972579296955,107.047507311136,17.3176636621583,21.1219747187742,0,0,"A1862"
25,7.72214759941805,3.97576154971367,1.02171470477493,26.1844306872261,127.808936207532,787.284394801931,212.828233789221,41.0792366501293,0,0,0,11.2938497946161,34.0108318162811,82.0346072641152,1382.22099139794,204.173662259458,30.0517910049351,15.5208169698541,2042.05013430076,0.441213062072172,667.62207243248,4.2225,671.84457243248,6.35981192695332,434.659501033023,13.0922153436131,63.9044681037661,112.061041791919,17.0054159081406,20.5396183250647,0,0,"A1862"
26,7.49386921220231,3.86107379970902,0.993940387428417,26.1844306872261,128.229408172675,827.085799409847,222.907341282727,39.9448617771813,0,0,0,11.0234189140949,33.2659739637391,86.2517010585266,1362.40709176596,206.704934136571,30.9056299392134,15.7545491245482,2122.88621586577,0.443754211988913,693.620909332679,4.4746,698.095509332679,6.17444169966988,456.668750234187,13.0922153436131,64.1147040863376,116.965380098411,16.6329869818696,19.9724308885906,0,0,"A1862"
27,7.27145655782207,3.74693460610116,0.965268449927256,26.1844306872261,128.294847841825,865.963774007388,232.737450274421,38.8310583509052,0,0,0,10.7356163857503,32.5027958737371,90.3772927208941,1342.69261232132,209.118979748166,31.7193744166795,15.9775500409829,2201.2402059199,0.446382179195597,718.805462877999,4.7331,723.538562877999,5.99182980692524,478.170533364141,13.0922153436131,64.1474239209125,121.736533330086,16.2513979368685,19.4155291754526,0,0,"A1862"
28,7.05797958049255,3.63572827891103,0.936733651525289,26.1844306872261,128.045942731212,903.916641769341,242.320710749702,37.7357665701449,0,0,0,10.462369781763,31.7047665980193,94.4101755514948,1323.11601983179,211.428776664467,32.494292918704,16.1904716497738,2277.149563818,0.449097440441211,743.205622974916,4.998,748.203622974916,5.81522075546444,499.163408660418,13.0922153436131,64.0229713656059,126.391540265733,15.8523832990096,18.8678832850724,0,0,"A1862"
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1543,0,0.2,0.2,0,0,0,0.0921,0.0921,0,0,0,0,0,0,0,0,0,"A1863"
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1543,0,0.574555860392444,0.574555860392444,0,0.343221217469851,0,0.1906,0.1906,0,0,0,0,0,0,0,0,0,"A1863"
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1543,0,2.19702785890599,2.19702785890599,0,0.349620240794961,0,0.2955,0.2955,0,0,0,0,0,0,0,0,0,"A1863"
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542.29176299981,1.36321375304978,3.29032168519487,3.29032168519487,3.40081430407984,0.355714408728464,0,0.4068,0.4068,0,0,0,0,0,0,0,0,0,"A1863"
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1541.58382396194,4.44349878571988,4.49995372028993,4.49995372028993,11.0531187491197,0.36153631035167,0,0.5245,0.5245,0,0,0,0,0,0,0,0,0,"A1863"
6,2.98128234507732,0,0,2.35213871409621,0,3.63496341130813,1.19742042508087,0,0,0,0,2.84192790012271,0,0.456761621660012,1540.87218354493,9.55529546179134,5.79011006874024,5.79011006874024,25.9500948279519,0.367114590281059,6.73224720867263,0.6486,7.38084720867263,1.49064117253866,2.04586251648407,1.17606935704811,0,2.01967416260179,0,0,0,0,"A1863"
7,4.26810141432172,1.49064117253866,0,6.13882505657703,0.000721797881370083,10.1412871039009,3.25616679167187,1.49064117253866,0,0,0,3.13096614302967,4.26289185018406,1.20058881983826,1540.09277408472,16.4492933516982,7.1332167280193,7.1332167280193,49.9595880840711,0.372474095272252,17.6904156612411,0.7791,18.4695156612411,2.87937129343019,5.67093796186959,3.06941252828851,0.000360898940685041,3.19356646735077,2.13144592509203,0.74532058626933,0,0,"A1863"
8,5.39792497380215,2.13405070716086,0.372660293134665,11.3619139070195,0.0472316796425592,20.1523670695831,6.31231402234989,4.41612684540531,0,0,0,4.7726615985148,6.74263730263285,2.27121807105767,1538.91857869675,24.5497484171044,8.50763034811436,8.50763034811436,83.5880274662017,0.377636020823995,31.9905532351517,0.916,32.9065532351517,3.95231798704884,11.2117925703204,5.68095695350975,0.0236158398212796,5.54248781043234,3.37131865131642,2.20806342270265,0,0,"A1863"
9,6.11258198259046,2.69896248690108,0.533512676790215,17.2010463496496,0.718332266901571,33.7376210512913,10.3321633581513,8.12087296050704,0,0,0,5.51817013229343,10.395458303036,3.6669563676632,1536.52453844094,33.1007035935725,9.8961901030746,9.24874163368618,125.689767801013,0.382618057782124,49.5178389678876,1.0593,50.5771389678876,4.67252857314087,18.7022887094773,8.60052317482479,0.359166133450786,7.92516674522239,5.19772915151799,4.06043648025352,0,0,"A1863"
10,6.38490680263735,3.05629099129523,0.674740621725269,20.5479165441726,4.64123541464407,50.3707848521948,15.1241867146785,11.9559070572178,0,0,0,6.27657802507925,13.2670751838974,5.34203121451028,1531.64331460143,41.3778454633935,11.285230041518,9.81787523646893,173.875980889182,0.387434538943545,68.8208267110263,1.209,70.0298267110263,5.05796920782893,27.8564080333525,10.2739582720863,2.32061770732203,10.7003823698789,6.63353759194871,5.9779535286089,0,0,"A1863"
11,6.32082135857595,3.19245340131868,0.764072747823808,20.5479165441726,11.9657199253378,69.2113816461641,20.4310919487004,15.4962097311536,0,0,0,6.55265656020273,15.7830631258896,7.22627262950278,1522.97810415567,48.8914419114593,12.6638660167397,10.3508688775674,225.490208323698,0.392096585660212,88.7458298094211,1.3651,90.1109298094211,5.13867375385921,38.2188271378335,10.2739582720863,5.9828599626689,13.4918742544516,7.89153156294482,7.74810486557681,0,0,"A1863"
12,6.08132837389465,3.16041067928797,0.798113350329669,20.5479165441726,18.7552547883292,89.476376387924,26.0324934335617,18.4203705240015,0,0,0,6.70895706918179,17.4048551407311,9.25403992329574,1509.6433307599,55.4580815859557,14.0234597420871,10.8531075712542,278.493090450813,0.396612254443093,108.320058107355,1.5276,109.847658107355,5.01992620175614,49.3652081556099,10.2739582720863,9.37762739416461,16.3707252513717,8.70242757036556,9.21018526200075,0,0,"A1863"
13,5.79754570440788,3.04066418694732,0.790102669821993,20.5479165441726,24.8904501660351,110.634974704912,31.7898378706022,20.5942148374868,0,0,0,6.72556609480622,18.4177660713236,11.3804267204172,1491.32113663367,61.12342027323,15.3572040391559,11.3290001747335,331.735315114045,0.400986683566156,127.304732785466,1.6965,129.001232785466,4.8141562805886,61.0077007126645,10.2739582720863,12.4452250830176,19.2577019827042,9.20888303566182,10.2971074187434,0,0,"A1863"
14,5.5379976075947,2.89877285220394,0.760166046736831,20.5479165441726,30.3702855363479,132.391483024159,37.6333652849636,22.0521360959557,0,0,0,6.73101070964739,18.9288768564447,13.5799729461337,1468.15123534769,66.0345084024313,16.6597948404289,11.7820677583242,384.728999026186,0.405222239670334,145.71599175218,1.8718,147.58779175218,4.59846825326774,72.9857279851464,10.2739582720863,15.1851427681739,22.1821879973055,9.46443842822233,11.0260680479779,0,0,"A1863"
15,5.32179221900366,2.76899880379735,0.724693213050986,20.5479165441726,35.2435681200685,154.583012710934,43.5298259911932,22.9245500255375,0,0,0,6.71667379937848,19.1823769555645,15.8378502993522,1440.54506664306,70.3479870606193,17.9271675192463,12.2151429444599,437.304724298755,0.409318664367508,163.690629341026,2.0535,165.744129341026,4.407742117926,85.210431505143,10.2739582720863,17.6217840600342,25.1232498952859,9.59118847778226,11.4622750127687,0,0,"A1863"
16,5.1431200500854,2.66089610950183,0.692249700949338,20.5479165441726,39.5669173066861,177.092247395243,49.457424206793,23.3649433496498,0,0,0,6.69908080412429,19.2825516377387,18.1422379611388,1409.04683055124,74.1904511815773,19.1562822608204,12.6305447942198,489.375046066641,0.413273220844477,181.324792533042,2.2416,183.566392533042,4.24813293026828,97.6172426781911,10.2739582720863,19.7834586533431,28.0782525054587,9.64127581886935,11.6824716748249,0,0,"A1863"
17,4.9882747348774,2.5715600250427,0.665224027375457,20.5690127260163,43.3662692815151,199.800962294882,55.3931664492007,23.5060057050006,0,0,0,6.66219740472602,19.304245992301,20.4803139936766,1374.25867321326,77.6515444594156,20.3449476567727,13.0301903060733,540.826012787427,0.417080840466936,198.653616317307,2.4361,201.089716317307,4.11252939364778,110.14063814428,10.2845063630081,21.6831346407575,31.0276819269634,9.6521229961505,11.7530028525003,0,0,"A1863"
18,4.84371402259394,2.4941373674387,0.642890006260675,20.7630315675963,46.5252812625603,222.574142947134,61.3088044723934,23.4447159729435,0,0,0,6.6010403031553,19.2593341833935,22.8370252660498,1336.80558401458,80.7901932009305,21.4916746258304,13.4156570912968,591.488539860017,0.420734269383447,215.647058685759,2.637,218.284058685759,3.99037069814666,122.705584106592,10.3815157837982,23.2626406312801,33.9549223877743,9.62966709169676,11.7223579864717,0,0,"A1863"
19,4.69884645776088,2.42185701129697,0.623534341859674,20.9235729834972,49.2866213257913,245.260269961889,67.1710937140459,23.2441712482323,0,0,0,6.506770916451,19.1460408627618,25.1953380950452,1297.31656716616,83.6435652018121,22.5955547432483,13.788220816359,641.146424341018,0.42422421512942,232.239058459316,2.8443,235.083358459316,3.87211890545876,135.227804028467,10.4617864917486,24.6433106628957,36.8389323152485,9.57302043138092,11.6220856241162,0,0,"A1863"
20,4.54650795697015,2.34942322888044,0.605464252824242,21.1116118959102,51.6005778103253,267.698330621444,72.9437533026533,22.9415589520704,0,0,0,6.37660610338115,18.9502559888022,27.5370976872271,1256.40961641372,86.2349025053692,23.6561584472656,14.1488841767759,689.556834373883,0.427539493231083,248.330593900244,3.058,251.388593900244,3.75069771933742,147.617714154336,10.5558059479551,25.8002889051627,39.6601797030172,9.47512799440109,11.4707794760352,0,0,"A1863"
21,4.40044540365355,2.27325397848508,0.58735580722011,21.309888540343,53.5211793732224,289.812726744823,78.6118949852547,22.5566734591756,0,0,0,6.24596897849458,18.6610320296968,29.8530488821232,1214.67634906232,88.6014118999388,24.6734495878294,14.4984062683895,736.655528028751,0.43066717380946,263.916734091246,3.2781,267.194834091246,3.63052759467937,159.832887813473,10.6549442701715,26.7605896866112,42.4289319818746,9.33051601484838,11.2783367295878,0,0,"A1863"
22,4.33638070551615,2.20022270182678,0.568313494621269,21.5238916923033,55.1814612500498,311.921801073563,84.2606298591956,22.1078358865929,0,0,0,6.26189458415872,18.3262488419963,32.1754085345657,1172.64204258118,90.8667114622539,25.6477135173535,14.8373852959024,783.199169651484,0.433592728184344,279.432044312195,3.5046,282.936644312195,3.5524584509821,172.048604804064,10.7619458461516,27.5907306250249,45.2612622216772,9.16312442099816,11.0539179432965,0,0,"A1863"
23,4.22652197638872,2.16819035275808,0.550055675456694,21.7457969302503,56.5492109915785,333.755571960615,89.8238099031694,21.6514743777182,0,0,0,6.09815712526262,18.1894413203963,34.4748615198243,1130.66060433161,92.9940413329459,26.579496475885,15.166506323432,828.686662098626,0.436300175478273,294.616546066709,3.7375,298.354046066709,3.47238400230175,184.11521674022,10.8728984651251,28.2746054957892,47.960983514216,9.09472066019816,10.8257371888591,0,0,"A1863"
24,4.10417847466325,2.11326098819436,0.542047588189519,21.9764514978983,57.6255077244343,355.188911341349,95.2721376348763,21.1978738302468,0,0,0,5.9785882548774,17.8781675216842,36.7373041224074,1089.09546834206,94.982871205128,27.469554446407,15.4862188435276,872.925301343872,0.438758252696388,309.30721448941,3.9768,313.28401448941,3.37974352552357,195.963107731878,10.9882257489491,28.8127538622171,50.6253629448768,8.93908376084208,10.5989369151234,0,0,"A1863"
25,3.97015834787737,2.05208923733163,0.528315247048591,22.2142681950408,58.4174741934726,376.114924808326,100.58070131813,20.7332640007292,0,0,0,5.79804919504228,17.5494027927245,38.9506098993223,1048.26771031181,96.8348833757961,28.3188099855402,15.7968431300888,915.761060121767,0.441213062072172,323.454628617523,4.2225,327.677128617523,3.27528141612879,207.532767353824,11.1071340975204,29.2087370967363,53.1893752565862,8.77470139636225,10.3666320003646,0,0,"A1863"
26,3.82946174872105,1.98507917393868,0.513022309332907,22.4580265263195,58.9386945117938,396.458850675318,105.732494770479,20.2438122711076,0,0,0,5.62178621348723,17.1207871330712,41.1061178361098,1008.44909380729,98.5538570393359,29.1283157949854,16.0986014913262,957.079281600049,0.443754211988913,337.004066584839,4.4746,341.478666584839,3.16378161599632,218.782484255714,11.2290132631597,29.4693472558969,55.6771404919829,8.56039356653559,10.1219061355538,0,0,"A1863"
27,3.68530913076412,1.91473087436052,0.496269793484671,22.7064590505029,59.2067448713309,416.169385357517,110.716208716905,19.7256830418266,0,0,0,5.42625100460906,16.650657144105,43.1977293047492,969.858905305893,100.145429149277,29.8992240068402,16.8695097031809,996.803548474491,0.446382179195597,349.947714145077,4.7331,354.680814145077,3.04815489930466,229.683557331133,11.3532295252514,29.6033724356655,58.071229860757,8.3253285720525,9.86284152091328,0,0,"A1863"
28,3.54005814964158,1.84265456538206,0.478682718590131,22.9583304616347,59.24139678446,435.213223828393,115.524858900081,19.1794672578442,0,0,0,5.23007800487375,16.131691936084,45.2213331514898,932.664201509511,101.616774919037,30.6327603236876,17.6030460200284,1034.8930430367,0.449097440441211,362.280887879237,4.998,367.278887879237,2.93069771680688,240.217278489941,11.4791652308174,29.62069839223,60.3774684524775,8.065845968042,9.58973362892209,0,0,"A1863"
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1543,0,0.2,0.2,0,0,0,0.0921,0.0921,0,0,0,0,0,0,0,0,0,"A1864"
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1543,0,0.501503467586883,0.501503467586883,0,0.343221217469851,0,0.1906,0.1906,0,0,0,0,0,0,0,0,0,"A1864"
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1543,0,1.87148042310919,1.87148042310919,0,0.349620240794961,0,0.2955,0.2955,0,0,0,0,0,0,0,0,0,"A1864"
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542.29176299999,1.84877914496135,2.82572405653946,2.82572405653946,4.95391194211915,0.355714408728464,0,0.4068,0.4068,0,0,0,0,0,0,0,0,0,"A1864"
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1541.58381667458,7.00790652646631,3.8958311957375,3.8958311957375,17.1231071088669,0.36153631035167,0,0.5245,0.5245,0,0,0,0,0,0,0,0,0,"A1864"
6,4.80735256627653,0,0,3.79285112063264,0,5.86142091255709,1.93085440663794,0,0,0,0,4.58264189783522,0,0.736533444304465,1540.86862321112,16.0134654344232,5.04846672279657,5.04846672279657,41.144654850088,0.367114590281059,10.8558271741219,0.6486,11.5044271741219,2.40367628313827,3.29897717843078,1.89642556031632,0,3.25674815223658,0,0,0,0,"A1864"
7,6.86362489904401,2.40367628313827,0,9.8760665529662,0.00784832355444272,16.3251552024236,5.24181401578885,2.40367628313827,0,0,0,5.02927809449871,6.87396284675283,1.93278658617841,1540.02161579781,28.2686819106607,6.2573759997093,6.2573759997093,79.7576980579424,0.372474095272252,28.4789445437418,0.7791,29.2580445437418,4.63365059109114,9.128970894301,4.9380332764831,0.00392416177722136,5.13554605514378,3.43698142337642,1.20183814156913,0,0,"A1864"
8,8.48811883101303,3.431812449522,0.600919070784567,17.6774054422616,0.498062106738702,32.0782988833654,10.0508782326386,7.11168684912147,0,0,0,7.45888069286281,10.8434193081894,3.61749757453274,1538.46308017319,42.3481909930705,7.5015920063638,7.5015920063638,132.674430235543,0.377636020823995,50.9284897205152,0.916,51.8444897205152,6.2604251756598,17.8478982289491,8.8387027211308,0.249031053369351,8.75487946275069,5.42170965409471,3.55584342456073,0,0,"A1864"
9,9.21351164369464,4.24405941550651,0.857953112380501,21.5432795532873,6.42558604208246,52.5855986597231,16.118947000147,12.9726096472184,0,0,0,8.20261262836536,16.3931623072251,5.72440140543434,1534.96258829133,56.4504748966126,8.76425917134764,8.75737965509615,196.228119501481,0.382618057782124,77.1408607075324,1.0593,78.2001607075324,7.15776208579083,29.1550000325787,10.7716397766437,3.21279302104123,12.1607798142562,8.19658115361257,6.48630482360921,0,0,"A1864"
10,9.14277435356562,4.60675582184732,1.06101485387663,21.5432795532873,16.4261960533643,76.4494501029395,22.9941353203856,18.7785305489269,0,0,0,8.86229605761972,20.1726368500161,8.12765659969005,1528.07653528765,69.1717485898828,10.0317995618404,9.31389844479456,265.361607544495,0.387434538943545,104.08236305776,1.209,105.29136305776,7.40527251464478,42.2885533513148,10.7716397766437,8.21309802668213,15.9282156890027,10.0863184250081,9.38926527446347,0,0,"A1864"
11,8.68648085529378,4.57138717678281,1.15168895546183,21.5432795532873,25.709388756316,102.383612555894,30.299113181045,23.7522982219772,0,0,0,8.90848019818377,22.9763097744373,10.7213230048138,1516.8484633303,80.0110718007556,11.2932907803419,9.83635287807921,336.408813416388,0.392096585660212,130.351681116746,1.3651,131.716781116746,7.20477849376921,56.5524677803538,10.7716397766437,12.854694378158,19.6037966896144,11.4881548872187,11.8761491109886,0,0,"A1864"
12,8.19866977475914,4.34324042764689,1.1428467941957,21.5432795532873,34.1085270952586,129.725395183265,37.8565936422716,27.4724930022394,0,0,0,9.01803092646002,24.3913489890056,13.4572118255263,1501.03436582473,89.1635746495339,12.5399852463793,10.329143834853,407.920960358001,0.396612254443093,155.628818606958,1.5276,157.156418606958,6.84237849830087,71.5913035043956,10.7716397766437,17.0542635476293,23.4373122843658,12.1956744945028,13.7362465011197,0,0,"A1864"
13,7.81698720750514,4.09933488737957,1.08581010691172,21.5432795532873,41.6786269323056,158.253970852687,45.6193402082937,29.953869030492,0,0,0,9.08211716534417,25.2348939044127,16.324263117645,1480.85732887005,97.0390299084362,13.76492939994,10.7957737450036,479.70855291766,0.400986683566156,180.346246483132,1.6965,182.042746483132,6.50106610089822,87.289116985166,10.7716397766437,20.8393134661528,27.350728686819,12.6174469522063,14.976934515246,0,0,"A1864"
14,7.54130508123916,3.90849360375257,1.02483372184489,21.5432795532873,48.5170707112112,187.86892039012,53.573547149847,31.4608576147793,0,0,0,9.19860903172435,25.7359248221343,19.3182844708885,1456.73234300321,103.984380904433,14.9626565880402,11.239127837514,551.843532107879,0.405222239670334,204.845563075414,1.8718,206.717363075414,6.23731620341831,103.593602430504,10.7716397766437,24.2585353556056,31.3860780907857,12.8679624110672,15.7304288073897,0,0,"A1864"
15,7.33187693656696,3.77065254061958,0.977123400938142,21.5432795532873,54.6949918235839,218.428211433617,61.6933866287634,32.2957707439896,0,0,0,9.28456250343402,26.151157462211,22.4275397656529,1429.13706968948,110.225449500611,16.1289360718331,11.6616476818336,624.243989088764,0.409318664367508,229.299276396332,2.0535,231.352776396332,6.03982643906234,120.427875599635,10.7716397766437,27.347495911792,35.4889745660987,13.0755787311055,16.1478853719948,0,0,"A1864"
16,7.15168320645692,3.66593846828348,0.942663135154894,21.5432795532873,60.2503848067393,249.716593006768,69.9328917644619,32.6919792191688,0,0,0,9.3377730313737,26.4793993370123,25.6306944470823,1398.57701884822,115.893498431905,17.2605658557704,12.0654074000822,696.622997924903,0.413273220844477,253.671639987894,2.2416,255.913239987894,5.88014240494765,137.673643726925,10.7716397766437,30.1251924033697,39.6353323979178,13.2396996685062,16.3459896095844,0,0,"A1864"
17,6.9753253377754,3.57584160322846,0.91648461707087,21.5432795532873,65.1987195341962,281.464169158135,78.2312666257676,32.7982999703671,0,0,0,9.32787243052635,26.7167712288265,28.8994063587308,1365.57861906827,121.061629706397,18.3552004050531,12.4521488220762,768.553245464166,0.417080840466936,277.823718208956,2.4361,280.259818208956,5.73382577903737,155.181787758433,10.7716397766437,32.5993597670981,43.779569528147,13.3583856144132,16.3991499851836,0,0,"A1864"
18,6.78756285555631,3.4876626688877,0.893960400807115,21.5432795532873,69.5440195355219,313.37386390359,86.5202362882476,32.6993995644704,0,0,0,9.25293945858731,26.8158588356262,32.2016212953679,1330.6817129157,125.771062526381,19.4112065647582,12.823308232445,839.541387112263,0.420734269383447,301.560202179975,2.637,304.197202179975,5.58459296262556,172.787742599479,10.7716397766437,34.7720097677609,47.8865878734175,13.4079294178131,16.3496997822352,0,0,"A1864"
19,6.58036219864933,3.39378142777816,0.871915667221926,21.5432795532873,73.2867466392725,345.144789674296,94.7301152253538,32.4396250253234,0,0,0,9.10821122049541,26.7510214289816,35.5043349663876,1294.42592685425,130.047079078164,20.4275425518119,13.1800464292541,909.08507611436,0.42422421512942,324.677091513524,2.8443,327.521391513524,5.4230296468247,190.324562320342,10.7716397766437,36.6433733196362,51.9191632229246,13.3755107144908,16.2198125126617,0,0,"A1864"
20,6.35054815241003,3.29018109932466,0.848445356944539,21.5432795532873,76.4287575048402,376.489430966628,102.794178642108,32.0407017596577,0,0,0,8.89842202690318,26.5028071166543,38.7756343680387,1257.3332569027,133.908041658319,21.4036560058594,13.5232841272913,976.711550626479,0.427539493231083,346.981193273398,3.058,350.039193273398,5.24458730433962,207.632532667333,10.7716397766437,38.2143787524201,55.8463003345057,13.2514035583271,16.0203508798289,0,0,"A1864"
21,6.12035830715975,3.17527407620502,0.822545274831166,21.5432795532873,79.0063211610379,407.252452483188,110.679049816883,31.5130906661833,0,0,0,8.67467045446007,26.0689804563488,41.9973210938442,1219.89057446057,137.400321675578,22.339397905048,13.85374115197,1042.22987263821,0.43066717380946,368.426671671714,3.2781,371.704771671714,5.05908882909797,224.624886788516,10.7716397766437,39.5031605805189,59.6768601356714,13.0344902281744,15.7565453330916,0,0,"A1864"
22,6.00831949054343,3.06017915357987,0.793818519051254,21.5432795532873,81.2185024548376,437.890482305424,118.506881274337,30.8738849311471,0,0,0,8.66792228168884,25.5251163007375,45.2155709052801,1182.51765282536,140.720522954065,23.2349497701036,14.1720101629684,1106.72852413621,0.433592728184344,389.651978584957,3.5046,393.156578584957,4.93115858158728,241.553026605352,10.7716397766437,40.6092512274188,63.587401778013,12.7625581503688,15.4369424655735,0,0,"A1864"
23,5.83431973083649,3.00415974527172,0.765044788394969,21.7402247558935,82.8155077995272,468.034404640488,126.187463252092,30.2036388463073,0,0,0,8.40783267103167,25.2539392468873,48.3902186818524,1145.47866749429,143.817010510796,24.0907620543248,14.4787637477062,1169.5290108976,0.436300175478273,410.318377079292,3.7375,414.055877079292,4.80176213225159,258.21231166117,10.8701123779468,41.4077538997636,67.297647961562,12.6269696234436,15.1018194231536,0,0,"A1864"
24,5.64665831715471,2.91715986541824,0.751039936317929,21.9447362487154,84.0111296779032,497.526949251361,133.684430748742,29.5224314261658,0,0,0,8.2182667698756,24.7336398450534,51.5033681636452,1109.03395590392,146.694908477674,24.9075019877605,14.7745072811798,1230.40193500375,0.438758252696388,430.229905125176,3.9768,434.206705125176,4.65742905944544,274.515158707503,10.9723681243577,42.0055648389516,70.9513487593088,12.3668199225267,14.7612157130829,0,0,"A1864"
25,5.44617370937103,2.82332915857736,0.729289966354561,22.1520315006013,84.8224133695211,526.236151437414,140.967453305359,28.8173666033171,0,0,0,7.9465606688519,24.199547280439,54.5398874294519,1073.40208112614,149.361564618513,25.6860094378239,15.0596633766988,1289.1699589032,0.441213062072172,449.340102214629,4.2225,453.562602214629,4.49939641715147,290.388019433433,11.0760157503007,42.4112066847605,74.4570069871054,12.0997736402195,14.4086833016585,0,0,"A1864"
26,5.23930818819053,2.72308685468552,0.705832289644339,22.3627324526446,85.2692140330051,554.072785596063,148.016662515594,28.0743908421843,0,0,0,7.68576201717575,23.5356236978886,57.4892732193291,1038.75908107079,151.826286677174,26.4272595847555,15.3345936867709,1345.70576339328,0.443754211988913,467.587335853203,4.4746,472.061935853203,4.33411366626019,305.781029407696,11.1813662263223,42.6346070165025,77.8512122663851,11.7678118489443,14.0371954210922,0,0,"A1864"
