A1808,25.35068493,AGE,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,SPH,BA,HT,GCL,VOL,DENS,LAI,PRNHT,EXT,CSHRUB
,,14,27.13706246,11.60917461,2.79683085,2.107771318,0.807080066,29.85746495,11.89278628,69.82406709,25.21747802,16.01496668,0,20.34882696,1.528583536,3.408637432,10.36398776,7.581258384,305.1063315,203.4831685,19.65612641,15.82036174,203.4831685,0.34314419,8.952157679,0,0,1.8718
,,15,26.69486563,11.24828631,2.638454487,1.957781595,0.737719961,30.9219543,13.53574473,75.74676509,27.65280649,15.52284366,0,23.87096067,1.760499386,3.348847638,10.08767027,8.183863336,268.2310775,219.9843155,21.18488144,17.1380904,219.9843155,0.344328026,8.390959374,0,0,2.0535
,,16,26.53345969,11.07955233,2.535193623,1.846918141,0.685223558,31.99216809,14.93797598,81.35136176,30.04413518,14.92416079,0,27.46051934,1.989177548,3.333855596,9.86535319,8.757635105,235.8125792,235.6821253,22.68463244,18.4586488,235.6821253,0.345174084,7.992573484,0,0,2.2416
,,17,29.35825908,19.5116698,2.741783505,1.774635536,0.646421349,33.20189349,16.38857063,93.23441278,33.25647589,14.3010919,0,25.20912404,1.680185673,3.86235692,9.736152924,9.981107103,232.532203,268.3464056,24.04305411,19.46631264,268.3464056,0.347440513,8.122150261,0,0,2.4361
,,18,30.28007603,19.94491973,2.753723374,1.919248453,0.621122438,34.05135171,18.13523777,106.2138067,36.63991796,13.79070609,0,22.55753118,1.370998877,3.761971885,10.46688878,11.32429602,232.2100855,303.6044631,25.34299427,20.40195692,303.6044631,0.349842705,8.31363461,0,0,2.637
,,19,30.7198647,20.16289934,2.739861041,1.927606362,0.671736959,34.58142763,20.05822446,119.4637423,40.07850847,13.46440891,0,20.21387579,1.121921303,3.887107052,10.66706444,12.70167935,231.8555579,339.2572621,26.59534858,21.29900964,339.2572621,0.352133191,8.387477132,0,0,2.8443
,,20,30.77631927,19.80791569,2.701011399,1.917902729,0.674662227,34.89975978,21.994762,132.8005839,43.52751268,13.26148017,0,18.14711218,0.921837289,3.829005211,10.95085151,14.09358559,231.4689921,374.7633833,27.80001391,22.15822215,374.7633833,0.354358483,8.321528059,0,0,3.058
,,21,31.2667611,20.27304247,2.71099499,1.890707979,0.671265955,35.09430569,23.91655029,146.3998993,47.03438338,13.08796885,0,16.32934624,0.761706386,3.945073261,10.99991654,15.51778685,231.0513651,410.719275,28.95723008,22.98048263,410.719275,0.356447599,8.290209835,0,0,3.2781
,,22,31.76780302,20.52837199,2.725019663,1.897696493,0.661747793,35.21508042,25.78094561,160.2548917,50.59924332,12.93438984,0,14.73626839,0.63424245,3.97687096,11.19756983,16.97312934,230.6024132,447.1271769,30.06752336,23.7668055,447.1271769,0.35841009,8.305586101,0,0,3.5046
,,23,32.15385854,20.80901832,2.733006534,1.907513764,0.664193773,35.29286153,27.55197776,174.3048478,54.20823332,12.81368624,0,13.34612741,0.533525321,4.029931434,11.34013996,18.4528194,230.1222348,483.8170932,31.13164452,24.51828175,483.8170932,0.360270132,8.335646271,0,0,3.7375
,,24,32.43285724,20.95830342,2.735553613,1.913104574,0.667629817,35.34642941,29.20923257,188.4934587,57.8485043,12.73064773,0,12.13942221,0.454740647,4.052866682,11.48816433,19.95052898,229.6111452,520.633288,32.15052343,25.23605666,520.633288,0.362046498,8.353148557,0,0,3.9768
,,25,32.61371305,21.0697005,2.732900128,1.914887529,0.669586601,35.38683441,30.74243879,202.7692177,61.5083127,12.67363417,0,11.09862684,0.393968709,4.072951967,11.5936189,21.46044962,229.0696496,557.4352673,33.12523066,25.92131041,557.4352673,0.363753838,8.355094366,0,0,4.2225
,,26,32.70607166,21.10919116,2.725441378,1.91303009,0.670210635,35.42042378,32.14771111,217.0857045,65.17709048,12.6314299,0,10.20795199,0.348013649,4.07828263,11.67436502,22.97732995,228.4984162,594.0984028,34.05694516,26.57524235,594.0984028,0.365403616,8.342541776,0,0,4.4746
,,27,32.72009408,21.10145522,2.713671744,1.907808965,0.669560531,35.45078384,33.42516101,231.4017706,68.84549293,12.59565013,0,9.453139543,0.314265513,4.076652283,11.72111916,24.4964997,227.8982494,630.5142499,34.94692722,27.1990584,630.5142499,0.367004823,8.316708478,0,0,4.7331
,,28,32.66627438,21.04309315,2.698161433,1.899570221,0.667733138,35.47991661,34.57744813,245.6816423,72.50542763,12.5601337,0,8.821286347,0.290588931,4.066077301,11.74111562,26.01388305,227.2700632,666.5906081,35.79649584,27.79396078,666.5906081,0.368564512,8.279082923,0,0,4.998
,,28,0,0,0,0,0,0,0,0,0,17.82559849,70.05736474,49.57561515,72.79601656,0,15.80719292,0,0,0,0,0,0,0.368564512,0,-1,230.9411965,4.998
,,0,0,0,0.0079636,0,0,0,0,0.0040281,0,17.82559849,70.05736474,49.57561515,72.79601656,0.0020372,15.80719292,0.0013427,1852,0,0.2,0,0,0,0.013629718,-1,0,4.998
A2414,16.09315068,AGE,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,SPH,BA,HT,GCL,VOL,DENS,LAI,PRNHT,EXT,CSHRUB
,,0,0,0,0.0079636,0,0,0,0,0.0040281,0,0,0,0,0,0.0020372,0,0.0013427,1852,0,0.2,0,0,0,0.013629718,-1,0,0
,,1,0.170745706,0.169667701,0.046875001,0.00557452,0,0.031712239,0,0.036748605,0.013177122,0.00238908,0,0.001723393,0,0.03702799,0.0030558,0.007435377,1628.166656,0.114908771,0.623817816,0.423817816,0.114908771,0.319806786,0.089609614,0,0,0.0921
,,2,0.804840512,0.750016038,0.219053379,0.032812501,0.001951082,0.180185712,9.98842E-13,0.192213557,0.074788883,0.019551657,0,0.011277983,0.000824076,0.160502321,0.057008769,0.035746711,1431.385886,0.606068838,1.403602073,1.203602073,0.606068838,0.317148061,0.43038335,0,0,0.1906
,,3,1.571284509,1.260443406,0.412702039,0.153337365,0.011484375,0.46657019,1.72136E-09,0.499801695,0.196079195,0.104263813,0,0.03931439,0.003164575,0.267348092,0.26811769,0.088759192,1258.388106,1.576290518,2.414528326,2.214528326,1.576290518,0.317074606,0.972534043,0,0,0.2955
,,4,2.305692612,1.672640885,0.576011943,0.288891427,0.053668078,0.880774299,9.74277E-08,0.967693475,0.377816102,0.316387633,0,0.096603404,0.007885947,0.37097912,0.529718629,0.162448867,1106.298896,3.004890377,3.582645764,3.382645764,3.004890377,0.322039527,1.53817531,0,0,0.4068
,,5,7.40513298,6.517603938,1.76472336,0.40320836,0.101112,2.19243009,3.39206E-06,2.658417951,0.991420956,0.661329561,0,0.235884223,0.019528045,1.409317341,0.810733622,0.400378283,972.5912386,8.128459661,4.860412196,4.049068328,8.128459661,0.327050642,3.650242919,0,0,0.5245
,,6,11.34732471,8.315434467,2.424266549,1.235306352,0.141122926,4.174552142,0.00016729,5.429234996,1.97129974,1.409070461,0,0.539652241,0.045106277,1.690401825,2.50312815,0.748553146,855.043534,16.42706211,6.214572994,5.105744211,16.42706211,0.330505538,6.011657649,0,0,0.6486
,,7,14.82492843,10.40992392,2.830475065,1.696986584,0.432357223,6.720238084,0.002530471,9.274793264,3.303195345,2.771745778,0,1.073636538,0.089777833,2.217210548,3.73710425,1.188191714,751.7026845,27.80845606,7.621016357,6.203591603,27.80845606,0.333524207,7.786381131,0,0,0.7791
,,8,17.44174113,11.24476769,2.960155518,1.981332545,0.593945305,9.639629852,0.01808066,14.00934145,4.921285525,4.549096905,0,1.888729669,0.157011803,2.42167502,5.119625862,1.694525276,660.851645,41.65625951,9.061897508,7.333673311,41.65625951,0.336308195,8.660212088,0,0,0.916
,,9,19.10683359,11.8418112,2.894109595,2.072108862,0.693466391,12.70996192,0.077593794,19.3355857,6.733211693,6.322411362,0,3.011845978,0.247844651,2.588865968,6.089932944,2.241739416,580.9808926,57.05371614,10.52374689,8.489561773,57.05371614,0.338901425,8.858981813,0,0,1.0593
,,10,19.93222418,11.80357593,2.722127415,2.025876716,0.725238102,15.7187344,0.231124286,24.9314228,8.645778545,7.845968263,0,4.443120163,0.360843896,2.612963882,6.806466765,2.805278986,510.7633463,73.04793607,11.99611823,9.666442616,73.04793607,0.341302221,8.592859136,0,0,1.209
,,11,20.12014521,11.45365518,2.510561916,1.905489191,0.709056851,18.50240835,0.525555907,30.51606985,10.58180362,8.985894759,0,6.159088826,0.492640853,2.593741524,7.186549871,3.363797561,449.0323163,88.83948383,13.47060396,10.86049298,88.83948383,0.343496704,8.081961024,0,0,1.3651
,,12,19.90801982,10.84665249,2.301554874,1.757393341,0.666921217,20.97599897,0.976665148,35.89155547,12.48916003,9.718201531,0,8.119845545,0.638759143,2.529226357,7.340156224,3.901682423,394.7621193,103.8938564,14.94013854,12.06845699,103.8938564,0.345463695,7.489419254,0,0,1.5276
,,13,19.51064191,10.18798849,2.117484628,1.611088412,0.615087669,23.13219306,1.56193497,40.95054465,14.3408812,10.08898616,0,10.27763375,0.794472166,2.460776285,7.317114522,4.410098324,347.0510366,117.9512517,16.39853716,13.28737464,117.9512517,0.347181942,6.916862844,0,0,1.6965
,,14,19.08550552,9.564530629,1.967023335,1.48223924,0.563880944,25.01385113,2.23643566,45.65973332,16.12952363,10.17639237,0,12.5843513,0.955467181,2.395914316,7.203379399,4.886189341,305.1063315,130.9670436,17.84022201,14.51443016,130.9670436,0.348635291,6.417583342,0,0,1.8718
,,15,18.73718554,9.055353687,1.851740994,1.376916334,0.518783734,26.68326987,2.953830419,50.03830367,17.86102765,10.06455395,0,14.99678446,1.118240186,2.348871542,7.051493586,5.331687014,268.2310775,143.043698,19.26008795,15.74688855,143.043698,0.349811312,6.013231802,0,0,2.0535
,,16,18.57174631,8.726474683,1.774225976,1.296218696,0.481920717,28.20560062,3.68107738,54.15574153,19.55426413,9.829073504,0,17.48033114,1.280325077,2.331043567,6.908024234,5.753210585,235.8125792,154.4273964,20.65346182,16.98209168,154.4273964,0.350687396,5.714252868,0,0,2.2416
,,17,21.77824783,15.6305188,2.039202493,1.241958183,0.453676544,29.878053,4.571125723,63.02235384,21.94237506,9.532607376,0,16.06665692,1.0827435,2.936156472,6.812416983,6.666111814,232.5775811,178.6862465,21.91739786,17.92852347,178.6862465,0.352698403,5.977588223,0,0,2.4361
,,18,22.99414495,16.07434982,2.093270915,1.427441745,0.434685364,31.32033033,5.727078737,72.89245548,24.51307844,9.317065771,0,14.37150121,0.882973544,2.855197707,7.67419486,7.687531709,232.3067939,205.4373308,23.12699945,18.80759505,205.4373308,0.354816017,6.309787303,0,0,2.637
,,19,23.76148398,16.53101746,2.121088182,1.46528964,0.499604611,32.46956541,7.135972076,83.15781282,27.17445861,9.266535249,0,12.87390573,0.722091739,3.033958859,7.966410093,8.754656296,232.0028159,233.0374102,24.29198583,19.65001496,233.0374102,0.35684319,6.514426195,0,0,2.8443
,,20,24.24511202,16.36406642,2.129681945,1.484761727,0.512851374,33.33882531,8.732849537,93.68399684,29.89349369,9.324939707,0,11.55482883,0.592984827,3.030553756,8.374815133,9.853226835,231.6642645,261.0858273,25.41210607,20.45642054,261.0858273,0.358824521,6.57818312,0,0,3.058
,,21,24.98927,16.82793338,2.168155118,1.490777361,0.519666605,33.98277271,10.48448041,104.5751087,32.6984987,9.399031595,0,10.39730303,0.489880777,3.167860046,8.565741898,10.99380889,231.2904693,289.931974,26.48747238,21.22760837,289.931974,0.360688431,6.6548982,0,0,3.2781
,,22,25.71081598,17.10210223,2.206753092,1.517708582,0.521772076,34.4455892,12.3345518,115.8128258,35.58610475,9.479159958,0,9.386670853,0.408137757,3.231137726,8.86334618,12.17423013,230.8798587,319.5320105,27.51849898,21.96451492,319.5320105,0.362445145,6.755695832,0,0,3.5046
,,23,26.3364328,17.42604943,2.239800438,1.544727164,0.531198004,34.77002492,14.22348423,127.3471022,38.54476986,9.572925234,0,8.50994959,0.343996325,3.313927097,9.101112755,13.38897799,230.4313065,349.7424674,28.50583936,22.66816838,349.7424674,0.364116783,6.860279228,0,0,3.7375
,,24,26.86988163,17.66207444,2.267565356,1.567860307,0.540654508,34.99442968,16.10123662,139.1298962,41.56343662,9.683052117,0,7.755616694,0.29441018,3.370097037,9.339424768,14.63273634,229.9440049,380.4270254,29.45033848,23.33966328,380.4270254,0.365720327,6.951200745,0,0,3.9768
,,25,27.31600447,17.88629828,2.290154618,1.587295749,0.548751107,35.14968569,17.92970107,151.1156818,44.63164816,9.801876679,0,7.113408222,0.256907874,3.423564415,9.538069445,15.90045074,229.4174514,411.4578924,30.35299223,23.9801386,411.4578924,0.367268886,7.026685434,0,0,4.2225
,,26,27.68051043,18.06174973,2.307795163,1.603108233,0.555553512,35.25885606,19.68218051,163.2618583,47.73964132,9.922177466,0,6.57414152,0.229480807,3.463392645,9.713619956,17.18737933,228.8514321,442.7168608,31.21491333,24.59075995,442.7168608,0.368772624,7.087323597,0,0,4.4746
,,27,27.96978513,18.20407846,2.320798716,1.615456614,0.561087881,35.33826561,21.34146337,175.5290669,50.87841961,10.03849736,0,6.129560879,0.210492662,3.496205298,9.857626546,18.48913165,228.2459999,474.0960817,32.03730263,25.17270507,474.0960817,0.370239438,7.133881837,0,0,4.7331
,,28,28.19072346,18.30459767,2.329544778,1.624559101,0.565409815,35.39903423,22.89758657,187.881428,54.03980789,10.14679762,0,5.772204704,0.198606337,3.519946818,9.975968689,19.80169715,227.6014508,505.4985897,32.82142512,25.72715213,505.4985897,0.371675474,7.167353985,0,0,4.998
,,28,0,0,0,0,0,0,0,0,0,14.66631132,58.2966208,36.92467347,54.23841423,0,13.49591551,0,0,0,0,0,0,0.371675474,0,-1,176.5306563,4.998
,,0,0,0,0.0079636,0,0,0,0,0.0040281,0,14.66631132,58.2966208,36.92467347,54.23841423,0.0020372,13.49591551,0.0013427,1852,0,0.2,0,0,0,0.013629718,-1,0,4.998
A2415,16.09315068,AGE,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,SPH,BA,HT,GCL,VOL,DENS,LAI,PRNHT,EXT,CSHRUB
,,0,0,0,0.0079636,0,0,0,0,0.0040281,0,0,0,0,0,0.0020372,0,0.0013427,1852,0,0.2,0,0,0,0.013629718,-1,0,0
,,1,0.131597512,0.129357731,0.036036312,0.00557452,0,0.024441327,0,0.029183563,0.010155901,0.00238908,0,0.001402938,0,0.028304753,0.0030558,0.006026738,1628.166656,0.090262623,0.575922367,0.375922367,0.090262623,0.323318353,0.07112989,0,0,0.0921
,,2,0.621282106,0.57854318,0.169101702,0.025225418,0.001951082,0.139052745,2.72062E-13,0.149136403,0.057710435,0.01630005,0,0.008836194,0.000641683,0.124036037,0.043923913,0.027871051,1431.385886,0.465273613,1.285131481,1.085131481,0.465273613,0.320534839,0.333549949,0,0,0.1906
,,3,1.207849439,0.967125543,0.317209108,0.118371192,0.008828896,0.359197048,4.69318E-10,0.385497919,0.150938325,0.081807409,0,0.030465975,0.002447489,0.205182198,0.207137534,0.068607701,1258.388106,1.206383816,2.219869557,2.019869557,1.206383816,0.319548318,0.75117901,0,0,0.2955
,,4,1.772496388,1.285960554,0.442810716,0.222046376,0.041429917,0.677615641,2.63146E-08,0.74510834,0.290640152,0.244819249,0,0.074573495,0.006082299,0.28535997,0.407199314,0.125243821,1106.298896,2.297784147,3.310886966,3.110886966,2.297784147,0.324272557,1.188572253,0,0,0.4068
,,5,6.087542645,5.414736369,1.452262909,0.309967501,0.077716231,1.755891162,9.7529E-07,2.13855875,0.795422247,0.509791425,0,0.185541406,0.015372858,1.168363995,0.623495626,0.321338955,972.5912386,6.501478394,4.512588613,3.790475144,6.501478394,0.328934224,2.98616044,0,0,0.5245
,,6,9.557054061,7.077868423,2.043491304,1.016584036,0.108488625,3.425374635,5.77837E-05,4.479277028,1.62141066,1.112988424,0,0.434867138,0.036412655,1.433009123,2.051823894,0.615468539,855.043534,13.48538588,5.79254712,4.796379903,13.48538588,0.332157868,5.059455936,0,0,0.6486
,,7,12.73299127,9.039668859,2.433002767,1.430443913,0.355804413,5.612956173,0.000978453,7.795053122,2.766649473,2.251488296,0,0.882273478,0.073933222,1.913771771,3.134389153,0.994540433,751.7026845,23.26771085,7.126939312,5.844809756,23.26771085,0.335015901,6.681515915,0,0,0.7791
,,8,15.23350126,9.954791348,2.587336008,1.703101937,0.500655369,8.169795787,0.007595759,11.95147736,4.182008845,3.773761905,0,1.576602206,0.131368678,2.126437558,4.375164451,1.439046858,660.851645,35.39340662,8.497937099,6.926582838,35.39340662,0.337675248,7.555044245,0,0,0.916
,,9,16.93024285,10.65556508,2.56620207,1.811135205,0.596085678,10.91650849,0.034856732,16.70307115,5.790735913,5.330938715,0,2.546895189,0.210105978,2.303634358,5.289735273,1.927221863,580.9808926,49.10250118,9.891957009,8.035021879,49.10250118,0.34016742,7.840710288,0,0,1.0593
,,10,17.88290269,10.80083075,2.443770826,1.796341449,0.633897322,13.68124578,0.110058706,21.76818874,7.51112454,6.706305796,0,3.798746136,0.309335567,2.353842667,5.994524468,2.4373143,510.7633463,63.5596517,11.29838909,9.165082083,63.5596517,0.342484393,7.701750658,0,0,1.209
,,11,18.23094567,10.63874125,2.275968392,1.710639579,0.628719507,16.32432612,0.263971807,26.88512378,9.271031115,7.771845704,0,5.315896803,0.426412551,2.357087063,6.408135745,2.949057162,449.0323163,78.01499436,12.70865927,10.31274214,78.01499436,0.344614827,7.320599217,0,0,1.3651
,,12,18.1678493,10.20542678,2.101131947,1.593177875,0.598723852,18.75896987,0.515543811,31.85679593,11.01827055,8.492739348,0,7.065645866,0.557518008,2.313112419,6.611535751,3.446535415,394.7621193,91.92858029,14.11555825,11.4745851,91.92858029,0.346538539,6.839406414,0,0,1.5276
,,13,17.87845361,9.665150507,1.940737845,1.470792363,0.557612256,20.95371191,0.863126741,36.56292212,12.7221189,8.896914404,0,9.006153092,0.698408922,2.257180919,6.643205789,3.919489457,347.0510366,104.9948568,15.51279182,12.64752773,104.9948568,0.348235363,6.351163503,0,0,1.6965
,,14,17.52123605,9.1134554,1.80596366,1.358516492,0.514777327,22.92077172,1.288155263,40.9559733,14.37114548,9.043768821,0,11.09344819,0.845057101,2.200496176,6.574510158,4.363619507,305.1063315,117.1222944,16.89470942,13.82866606,117.1222944,0.349685545,5.910510229,0,0,1.8718
,,15,17.20214795,8.63027407,1.700033337,1.264174562,0.475480772,24.69592402,1.765176858,45.04056755,15.9672703,9.002206211,0,13.28679376,0.994076644,2.15600787,6.456509139,4.77920658,268.2310775,128.3668526,18.25616648,15.01520716,128.3668526,0.350873817,5.543655194,0,0,2.0535
,,16,17.0342737,8.298407888,1.627266178,1.190023336,0.442461097,26.32725214,2.27234627,48.87416854,17.52603399,8.837350569,0,15.55267238,1.142993248,2.137272297,6.333136192,5.171672292,235.8125792,138.9364018,19.59247744,16.20445949,138.9364018,0.351773674,5.266186938,0,0,2.2416
,,17,20.22188431,14.85317967,1.894480977,1.139086325,0.416508168,28.14485209,2.925315796,57.11926634,19.74469367,8.605560754,0,14.30021383,0.966955783,2.739919242,6.245813817,6.020582749,232.5925822,161.469994,20.80565787,17.11780292,161.469994,0.353745392,5.543700316,0,0,2.4361
,,18,21.47102422,15.34186486,1.955095978,1.326136684,0.398680214,29.79323985,3.809958081,66.33932085,22.14548928,8.445650211,0,12.78935707,0.788348266,2.666944674,7.107869495,6.974731699,232.3404736,186.4428777,21.96674306,17.96630637,186.4428777,0.355815796,5.892200277,0,0,2.637
,,19,22.28275039,15.85987796,1.989483112,1.368567185,0.464147839,31.18761511,4.938746279,75.97064681,24.64172607,8.442709601,0,11.45423415,0.644474465,2.850432041,7.412194368,7.97594621,232.057038,212.3267897,23.08483463,18.77922215,212.3267897,0.357800572,6.115374814,0,0,2.8443
,,20,22.83538138,15.74961173,2.006265437,1.392638178,0.478998515,32.3092877,6.281690092,85.89079334,27.20326369,8.543776765,0,10.27799484,0.528988204,2.85790111,7.833501358,9.01126734,231.7405869,238.7560582,24.15960401,19.55711585,238.7560582,0.359742886,6.201163075,0,0,3.058
,,21,23.61442368,16.20540221,2.049181057,1.404385806,0.487423362,33.18964797,7.821978263,96.18995135,29.85466919,8.658235264,0,9.245666976,0.436743737,2.996532041,8.046932318,10.08985647,231.3901051,266.0330068,25.19109488,20.30072358,266.0330068,0.361571493,6.296131878,0,0,3.2781
,,22,24.36455444,16.46468339,2.091476082,1.43442674,0.491535032,33.85635228,9.515292238,106.847806,32.59193166,8.77655551,0,8.344334744,0.363604116,3.064676688,8.357325574,11.20936836,231.0037893,294.1058899,26.17966,21.01092838,294.1058899,0.363297063,6.410837089,0,0,3.5046
,,23,25.02269984,16.76688024,2.128333003,1.464033257,0.502049359,34.34486435,11.30517739,117.8166781,35.40400618,8.905282827,0,7.562594964,0.306222058,3.151260938,8.608531307,12.3645699,230.5802664,322.8373637,27.12589819,21.68871278,322.8373637,0.364941272,6.527156782,0,0,3.7375
,,24,25.59192816,16.9880428,2.159965134,1.489833102,0.51241164,34.69414632,13.13652286,129.0504829,38.2802437,9.046626254,0,6.890363399,0.261888463,3.212339017,8.858986434,13.55037851,230.1184778,352.0960237,28.03060555,22.33513212,352.0960237,0.366520705,6.629626452,0,0,3.9768
,,25,26.0764108,17.20386591,2.186462888,1.511975594,0.521441586,34.94034722,14.96185274,140.5052601,41.21051091,9.193628235,0,6.318690706,0.228408456,3.270615806,9.070822014,14.76192914,229.6176712,381.7578468,28.89473407,22.95129164,381.7578468,0.368048126,6.716738406,0,0,4.2225
,,26,26.48121388,17.38005072,2.208030113,1.530524022,0.529191458,35.11349842,16.74409911,152.1396043,44.18528772,9.339799256,0,5.839599543,0.204000889,3.315645313,9.259918276,15.99462736,229.0773886,411.7073186,29.71935673,23.53832773,411.7073186,0.369533398,6.789021171,0,0,4.4746
,,27,26.81211071,17.53071027,2.224952691,1.545621079,0.535683408,35.23669827,18.45665326,163.9150035,47.19574467,9.480225977,0,5.445941936,0.187217027,3.353695179,9.418228742,17.24419062,228.4974481,441.8382821,30.50563812,24.09739262,441.8382821,0.370984159,6.847183385,0,0,4.7331
,,28,27.07541579,17.64603667,2.237582579,1.557466884,0.540967378,35.32676215,20.08193547,175.7960979,50.23380206,9.611272061,0,5.131275871,0.176874882,3.382782396,9.551292565,18.50667919,227.8779234,472.054536,31.25480982,24.62964206,472.054536,0.372406331,6.892152373,0,0,4.998
,,28,0,0,0,0,0,0,0,0,0,13.9472889,55.40869762,34.27669243,50.41067694,0,12.93407496,0,0,0,0,0,0,0.372406331,0,-1,165.1573605,4.998
,,0,0,0,0.0079636,0,0,0,0,0.0040281,0,13.9472889,55.40869762,34.27669243,50.41067694,0.0020372,12.93407496,0.0013427,1852,0,0.2,0,0,0,0.013629718,-1,0,4.998
A2416,16.09315068,AGE,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,SPH,BA,HT,GCL,VOL,DENS,LAI,PRNHT,EXT,CSHRUB
,,0,0,0,0.0079636,0,0,0,0,0.0040281,0,0,0,0,0,0.0020372,0,0.0013427,1852,0,0.2,0,0,0,0.013629718,-1,0,0
,,1,0.130442707,0.128168704,0.035716589,0.00557452,0,0.024226848,0,0.02896045,0.01006678,0.00238908,0,0.001393433,0,0.028047432,0.0030558,0.005985194,1628.166656,0.08955638,0.571757451,0.371757451,0.08955638,0.323376743,0.070584461,0,0,0.0921
,,2,0.615865371,0.573482934,0.167627642,0.025001612,0.001951082,0.13783901,2.60347E-13,0.147865379,0.057206495,0.016204133,0,0.008764052,0.000636297,0.122959883,0.043537933,0.027638674,1431.385886,0.461239086,1.274689159,1.074689159,0.461239086,0.320582933,0.330686175,0,0,0.1906
,,3,1.197328642,0.958679181,0.31444616,0.11733935,0.008750564,0.356065777,4.49198E-10,0.382166244,0.149622151,0.081144812,0,0.030207085,0.002426521,0.203392867,0.205338031,0.068020173,1258.388106,1.195784033,2.202582019,2.002582019,1.195784033,0.319594704,0.744713614,0,0,0.2955
,,4,1.756400027,1.274089968,0.438783587,0.220112312,0.041068772,0.671592754,2.51784E-08,0.738501394,0.288054362,0.24272389,0,0.073923223,0.006029045,0.282731582,0.403651556,0.124140461,1106.298896,2.277521816,3.286628824,3.086628824,2.277521816,0.324256562,1.178110843,0,0,0.4068
,,5,6.062599249,5.396647587,1.446422972,0.307148511,0.077039309,1.74545013,9.37119E-07,2.126494466,0.790793363,0.505328659,0,0.184186074,0.015261649,1.164306254,0.617850119,0.319467604,972.5912386,6.466159375,4.48142328,3.767199008,6.466159375,0.328865149,2.971460353,0,0,0.5245
,,6,9.5313122,7.063090035,2.038083587,1.01249608,0.107501979,3.410438198,5.62579E-05,4.46135001,1.614601179,1.105242043,0,0.432435513,0.036213731,1.429604703,2.043027438,0.61286049,855.043534,13.43483087,5.754621844,4.768458627,13.43483087,0.332073403,5.043418759,0,0,0.6486
,,7,12.71069832,9.02891096,2.42883456,1.426658511,0.354373628,5.59420572,0.000959423,7.772022688,2.757905092,2.240172736,0,0.87845756,0.073623895,1.910868889,3.125060224,0.991348942,751.7026845,23.20497757,7.082433874,5.812358198,23.20497757,0.334929119,6.66732442,0,0,0.7791
,,8,15.21553967,9.94799642,2.584350293,1.700184192,0.499330479,8.148119513,0.007481439,11.92450418,4.171691438,3.75978342,0,1.571208104,0.130937689,2.124253498,4.366332241,1.435433712,660.851645,35.32218592,8.447037411,6.889696154,35.32218592,0.337592475,7.544180073,0,0,0.916
,,9,16.91692083,10.65186395,2.564230275,1.809045205,0.595064467,10.89296521,0.034435258,16.6735719,5.77927392,5.315905275,0,2.539850522,0.209553485,2.302077088,5.282219723,1.92334919,580.9808926,49.02680954,9.834842026,7.993774283,49.02680954,0.340090903,7.833082416,0,0,1.0593
,,10,17.87296199,10.79902947,2.442439655,1.794961192,0.633165822,13.65683578,0.108957303,21.73726719,7.49884555,6.691594393,0,3.79008238,0.30867069,2.352672585,5.9885811,2.433298392,510.7633463,63.48220547,11.23522541,9.119528078,63.48220547,0.342415123,7.696576136,0,0,1.209
,,11,18.2239434,10.63899728,2.27511385,1.709707758,0.628236417,16.30005837,0.261738177,26.85379296,9.258231776,7.758329021,0,5.305719874,0.42565,2.356314737,6.403527805,2.945000324,449.0323163,77.93814333,12.63960024,10.26291908,77.93814333,0.344552639,7.317175582,0,0,1.3651
,,12,18.16027603,10.20433224,2.100251381,1.592579695,0.598397715,18.73530385,0.511757742,31.82478185,11.0048818,8.480838549,0,7.054074636,0.556672088,2.312043085,6.608165452,3.442410207,394.7621193,91.85065033,14.04074558,11.42051635,91.85065033,0.346484012,6.836682704,0,0,1.5276
,,13,17.87029384,9.663994713,1.939848168,1.470175967,0.557402893,20.93100071,0.857508169,36.52997546,12.70807404,8.886641519,0,8.993263826,0.697488626,2.256157548,6.639984045,3.915270528,347.0510366,104.9144479,15.43235837,12.58922595,104.9144479,0.348188226,6.34857166,0,0,1.6965
,,14,17.51187191,9.111240494,1.804991095,1.357893718,0.514561588,22.8991452,1.280584097,40.9216286,14.35631428,9.034869432,0,11.07927328,0.844066532,2.199228648,6.571428664,4.359259239,305.1063315,117.0375049,16.8087823,13.76613628,117.0375049,0.349645429,5.907758926,0,0,1.8718
,,15,17.19261234,8.628515678,1.699089536,1.263493767,0.475262801,24.67549652,1.755704065,45.00480889,15.95163934,8.994344047,0,13.27133654,0.993016838,2.154836604,6.45312873,4.774702447,268.2310775,128.2773351,18.1648699,14.94844948,128.2773351,0.350839912,5.540839396,0,0,2.0535
,,16,17.02087497,8.292839358,1.625966541,1.189362675,0.442222818,26.30768007,2.260979472,48.83548958,17.50918647,8.830267095,0,15.53587086,1.141859163,2.135328875,6.329756697,5.166869194,235.8125792,138.8372551,19.49593503,16.13347122,138.8372551,0.351746291,5.262822211,0,0,2.2416
