,,,Stocking,,MTH,,Volume,,BA,,DBH,,Mean,,,,,,,,,
Plot,Index age,Age,b4 thin,aft thin,,Crown Lth,b4 thin,aft thin,b4 thin,aft thin,b4 thin,aft thin,Height,,,,,,,,,
,,yrs,sph,sph,m,m,m3/ha,m3/ha,m2/ha,m2/ha,cm,,m,,,,,,,,,
,,18,417.4,,21.3,,224.6,,30.4,,30.5,,20.2,,,,,,,,,
,,19,388.2,,22.4,,241.7,,31.3,,32.0,,21.3,,,,,,,,,
,,20,361.0,,23.5,,257.7,,32.0,,33.6,,22.4,,,,,,,,,
,,21,335.7,,24.5,,273.1,,32.6,,35.2,,23.4,,,,,,,,,
,,22,312.2,,25.5,,287.9,,33.2,,36.8,,24.4,,,,,,,,,
,,23,290.3,,26.4,,302.1,,33.7,,38.5,,25.4,,,,,,,,,
,,24,270.0,,27.3,,315.9,,34.2,,40.2,,26.3,,,,,,,,,
,,25,259.1,,28.1,,335.4,,35.3,,41.7,,27.2,,,,,,,,,
,,26,258.4,,28.9,,362.6,,37.2,,42.8,,28.0,,,,,,,,,
,,27,257.6,,29.7,,390.0,,39.1,,43.9,,28.7,,,,,,,,,
,,28,256.8,,30.4,,417.6,,40.9,,45.0,,29.4,,,,,,,,,
A1870,24.35068493,0,1543.0,,0.3,,0.0,,0.0,,0.0,,0.2,,,,,,,,,
,,1,1427.0,,0.5,,0.0,,0.0,,0.0,,0.5,,,,,,,,,
,,2,1319.7,,1.2,,0.2,,0.0,,0.0,,1.1,,,,,,,,,
,,3,1220.5,,2.0,,0.7,,0.0,,0.6,,1.9,,,,,,,,,
,,4,1128.7,,3.1,,1.3,,0.5,,2.4,,2.9,,,,,,,,,
,,5,1043.8,,4.2,,4.3,,1.7,,4.5,,3.9,,,,,,,,,
,,6,965.3,,5.4,,9.8,,3.6,,6.9,,5.1,,,,,,,,,
,,7,892.8,,6.7,,18.4,,6.1,,9.3,,6.3,,,,,,,,,
,,8,825.6,,8.0,,30.2,,8.9,,11.7,,7.5,,,,,,,,,
,,9,763.6,,9.4,,44.8,,11.9,,14.1,,8.8,,,,,,,,,
,,10,706.1,,10.7,,61.7,,14.9,,16.4,,10.0,,,,,,,,,
,,11,653.1,,12.0,,80.2,,17.6,,18.5,,11.3,,,,,,,,,
,,12,603.9,,13.3,,99.5,,20.2,,20.6,,12.5,,,,,,,,,
,,13,558.5,,14.6,,119.1,,22.4,,22.6,,13.8,,,,,,,,,
,,14,516.5,,15.9,,138.4,,24.2,,24.4,,15.0,,,,,,,,,
,,15,477.7,,17.1,,157.2,,25.8,,26.2,,16.2,,,,,,,,,
,,16,441.8,,18.3,,175.2,,27.2,,28.0,,17.3,,,,,,,,,
,,17,408.6,,19.4,,192.4,,28.3,,29.7,,18.5,,,,,,,,,
,,18,377.8,,20.5,,208.7,,29.2,,31.4,,19.6,,,,,,,,,
,,19,349.4,,21.6,,224.1,,30.0,,33.1,,20.7,,,,,,,,,
,,20,323.2,,22.6,,238.4,,30.6,,34.7,,21.7,,,,,,,,,
,,21,298.9,,23.6,,252.1,,31.1,,36.4,,22.7,,,,,,,,,
,,22,276.4,,24.6,,265.3,,31.6,,38.2,,23.7,,,,,,,,,
,,23,255.6,,25.5,,278.0,,32.1,,40.0,,24.6,,,,,,,,,
,,24,236.4,,26.3,,290.4,,32.5,,41.8,,25.5,,,,,,,,,
,,25,229.7,,27.1,,311.3,,33.9,,43.3,,26.4,,,,,,,,,
,,26,229.2,,27.9,,337.2,,35.8,,44.6,,27.1,,,,,,,,,
,,27,228.7,,28.6,,363.3,,37.6,,45.7,,27.8,,,,,,,,,
,,28,228.1,,29.4,,389.6,,39.4,,46.9,,28.5,,,,,,,,,
A2027,27.89315068,0,1800.0,,0.3,,0.0,,0.0,,0.0,,0.2,,,,,,,,,
,,1,1687.8,,0.5,,0.1,,0.0,,0.0,,0.5,,,,,,,,,
,,2,1582.6,,1.1,,0.3,,0.0,,0.0,,1.0,,,,,,,,,
,,3,1484.0,,1.9,,0.8,,0.0,,0.3,,1.7,,,,,,,,,
,,4,1391.5,,2.8,,1.7,,0.3,,1.7,,2.6,,,,,,,,,
,,5,1304.7,,3.9,,2.9,,1.2,,3.4,,3.6,,,,,,,,,
,,6,1223.4,,5.0,,7.1,,2.7,,5.3,,4.7,,,,,,,,,
,,7,1147.2,,6.2,,14.0,,4.8,,7.3,,5.8,,,,,,,,,
,,8,1075.7,,7.5,,23.9,,7.4,,9.4,,6.9,,,,,,,,,
,,9,1008.6,,8.7,,36.8,,10.3,,11.4,,8.1,,,,,,,,,
,,10,945.8,,10.0,,52.4,,13.3,,13.4,,9.3,,,,,,,,,
,,11,886.8,,11.2,,70.0,,16.3,,15.3,,10.5,,,,,,,,,
,,12,831.5,,12.5,,89.2,,19.1,,17.1,,11.6,,,,,,,,,
,,13,779.7,,13.7,,109.3,,21.7,,18.8,,12.8,,,,,,,,,
,,14,731.1,,14.9,,129.7,,24.0,,20.4,,13.9,,,,,,,,,
,,15,685.5,,16.0,,150.1,,26.1,,22.0,,15.0,,,,,,,,,
,,16,642.8,,17.2,,169.9,,27.8,,23.5,,16.1,,,,,,,,,
,,17,602.7,,18.3,,189.1,,29.4,,24.9,,17.2,,,,,,,,,
,,18,565.2,,19.3,,207.6,,30.7,,26.3,,18.2,,,,,,,,,
,,19,529.9,,20.3,,225.1,,31.8,,27.6,,19.2,,,,,,,,,
,,20,496.9,,21.3,,241.6,,32.8,,29.0,,20.1,,,,,,,,,
,,21,465.9,,22.2,,257.4,,33.6,,30.3,,21.0,,,,,,,,,
,,22,436.9,,23.1,,272.7,,34.3,,31.6,,21.9,,,,,,,,,
,,23,409.7,,24.0,,287.3,,35.0,,33.0,,22.8,,,,,,,,,
,,24,384.1,,24.8,,301.3,,35.6,,34.4,,23.6,,,,,,,,,
,,25,360.2,,25.6,,314.5,,36.2,,35.7,,24.4,,,,,,,,,
,,26,337.7,,26.3,,327.1,,36.6,,37.2,,25.2,,,,,,,,,
,,27,316.7,,27.0,,339.0,,37.1,,38.6,,25.9,,,,,,,,,
,,28,298.8,,27.7,,351.6,,37.6,,40.0,,26.6,,,,,,,,,
A2028,25.89315068,0,1794.0,,0.3,,0.0,,0.0,,0.0,,0.2,,,,,,,,,
,,1,1674.5,,0.6,,0.1,,0.0,,0.0,,0.5,,,,,,,,,
,,2,1562.9,,1.3,,0.3,,0.0,,0.0,,1.2,,,,,,,,,
,,3,1458.8,,2.2,,0.8,,0.1,,0.7,,2.1,,,,,,,,,
,,4,1361.6,,3.4,,1.5,,0.6,,2.4,,3.1,,,,,,,,,
,,5,1270.9,,4.6,,4.9,,1.9,,4.3,,4.3,,,,,,,,,
,,6,1186.3,,5.9,,11.0,,3.9,,6.5,,5.5,,,,,,,,,
,,7,1107.2,,7.3,,20.7,,6.5,,8.7,,6.8,,,,,,,,,
,,8,1033.5,,8.6,,34.0,,9.6,,10.8,,8.1,,,,,,,,,
,,9,964.6,,10.0,,50.6,,12.8,,13.0,,9.4,,,,,,,,,
,,10,900.4,,11.5,,70.1,,16.0,,15.1,,10.7,,,,,,,,,
,,11,840.4,,12.8,,91.6,,19.1,,17.0,,12.0,,,,,,,,,
,,12,784.4,,14.2,,114.2,,22.0,,18.9,,13.3,,,,,,,,,
,,13,732.1,,15.6,,137.4,,24.5,,20.6,,14.6,,,,,,,,,
,,14,683.4,,16.9,,160.5,,26.7,,22.3,,15.8,,,,,,,,,
,,15,637.8,,18.2,,183.1,,28.6,,23.9,,17.0,,,,,,,,,
,,16,595.4,,19.4,,204.9,,30.2,,25.4,,18.2,,,,,,,,,
,,17,555.7,,20.6,,225.8,,31.5,,26.9,,19.4,,,,,,,,,
,,18,518.7,,21.8,,245.8,,32.7,,28.3,,20.5,,,,,,,,,
,,19,484.1,,22.9,,264.7,,33.7,,29.7,,21.6,,,,,,,,,
,,20,451.9,,24.0,,282.4,,34.4,,31.2,,22.7,,,,,,,,,
,,21,421.8,,25.0,,299.4,,35.1,,32.6,,23.7,,,,,,,,,
,,22,393.7,,26.0,,315.8,,35.8,,34.0,,24.7,,,,,,,,,
,,23,367.4,,26.9,,331.6,,36.4,,35.5,,25.7,,,,,,,,,
,,24,343.0,,27.8,,346.6,,36.9,,37.0,,26.6,,,,,,,,,
,,25,320.1,,28.7,,361.0,,37.3,,38.5,,27.5,,,,,,,,,
,,26,300.7,,29.5,,376.2,,37.9,,40.1,,28.3,,,,,,,,,
,,27,299.6,,30.3,,404.3,,39.8,,41.1,,29.1,,,,,,,,,
,,28,298.3,,31.0,,432.5,,41.6,,42.1,,29.8,,,,,,,,,
A2037,25.93150685,0,835.0,,0.3,,0.0,,0.0,,0.0,,0.2,,,,,,,,,
,,1,794.0,,0.9,,0.1,,0.0,,0.0,,0.8,,,,,,,,,
,,2,754.9,,2.0,,0.6,,0.0,,0.7,,1.9,,,,,,,,,
,,3,717.8,,3.4,,1.6,,0.7,,3.4,,3.2,,,,,,,,,
,,4,682.6,,5.0,,6.4,,2.4,,6.7,,4.7,,,,,,,,,
,,5,649.0,,6.6,,16.2,,5.4,,10.3,,6.2,,,,,,,,,
,,6,617.1,,8.4,,32.0,,9.2,,13.8,,7.8,,,,,,,,,
,,7,586.8,,10.1,,53.9,,13.5,,17.1,,9.5,,,,,,,,,
,,8,557.9,,11.9,,81.0,,18.0,,20.3,,11.2,,,,,,,,,
,,9,530.5,,13.7,,111.8,,22.2,,23.1,,12.9,,,,,,,,,
,,10,504.4,,15.4,,145.0,,26.1,,25.6,,14.6,,,,,,,,,
,,11,479.6,,17.1,,179.3,,29.4,,27.9,,16.2,,,,,,,,,
,,12,456.1,,18.8,,214.2,,32.4,,30.1,,17.8,,,,,,,,,
,,13,433.7,,20.5,,249.3,,35.0,,32.0,,19.4,,,,,,,,,
,,14,412.3,,22.1,,284.3,,37.3,,33.9,,21.0,,,,,,,,,
,,15,392.1,,23.7,,319.1,,39.3,,35.7,,22.5,,,,,,,,,
,,16,372.8,,25.2,,353.2,,41.1,,37.5,,24.0,,,,,,,,,
,,17,354.5,,26.7,,386.6,,42.8,,39.2,,25.5,,,,,,,,,
,,18,337.1,,28.1,,418.8,,44.2,,40.8,,26.9,,,,,,,,,
,,19,320.5,,29.4,,449.8,,45.4,,42.5,,28.2,,,,,,,,,
,,20,304.7,,30.7,,479.0,,46.4,,44.0,,29.5,,,,,,,,,
,,21,289.8,,32.0,,507.4,,47.4,,45.6,,30.8,,,,,,,,,
,,22,275.5,,33.2,,535.2,,48.2,,47.2,,32.0,,,,,,,,,
,,23,262.0,,34.4,,562.3,,49.1,,48.8,,33.2,,,,,,,,,
,,24,249.1,,35.5,,588.8,,49.9,,50.5,,34.4,,,,,,,,,
,,25,236.9,,36.6,,614.8,,50.6,,52.2,,35.5,,,,,,,,,
,,26,225.8,,37.6,,641.1,,51.5,,53.9,,36.5,,,,,,,,,
,,27,225.1,,38.5,,678.5,,53.2,,54.8,,37.5,,,,,,,,,
,,28,224.5,,39.5,,715.6,,54.8,,55.8,,38.4,,,,,,,,,
A2056,25.0739726,0,1736.0,,0.3,,0.0,,0.0,,0.0,,0.2,,,,,,,,,
,,1,1636.5,,0.8,,0.1,,0.0,,0.0,,0.8,,,,,,,,,
,,2,1542.6,,1.9,,0.6,,0.0,,0.1,,1.8,,,,,,,,,
,,3,1454.2,,3.2,,1.7,,0.3,,1.6,,3.0,,,,,,,,,
,,4,1370.8,,4.7,,3.6,,1.4,,3.6,,4.4,,,,,,,,,
,,5,1292.2,,6.3,,9.7,,3.3,,5.7,,5.8,,,,,,,,,
,,6,1218.1,,7.9,,20.3,,6.1,,8.0,,7.4,,,,,,,,,
,,7,1148.3,,9.6,,35.9,,9.4,,10.2,,9.0,,,,,,,,,
,,8,1082.5,,11.3,,56.3,,13.0,,12.4,,10.5,,,,,,,,,
,,9,1020.4,,13.0,,80.8,,16.7,,14.4,,12.1,,,,,,,,,
,,10,961.9,,14.7,,108.5,,20.3,,16.4,,13.7,,,,,,,,,
,,11,906.7,,16.4,,138.1,,23.5,,18.2,,15.3,,,,,,,,,
,,12,854.8,,18.0,,168.5,,26.5,,19.8,,16.8,,,,,,,,,
,,13,805.8,,19.7,,199.1,,29.0,,21.4,,18.4,,,,,,,,,
,,14,759.6,,21.2,,229.1,,31.2,,22.9,,19.8,,,,,,,,,
,,15,716.0,,22.7,,258.4,,33.0,,24.2,,21.3,,,,,,,,,
,,16,675.0,,24.2,,286.8,,34.6,,25.6,,22.7,,,,,,,,,
,,17,636.3,,25.6,,314.1,,36.0,,26.8,,24.0,,,,,,,,,
,,18,599.8,,27.0,,340.4,,37.2,,28.1,,25.4,,,,,,,,,
,,19,565.4,,28.3,,365.6,,38.2,,29.3,,26.7,,,,,,,,,
,,20,533.0,,29.6,,389.5,,39.1,,30.6,,27.9,,,,,,,,,
,,21,502.4,,30.8,,412.7,,39.9,,31.8,,29.1,,,,,,,,,
,,22,473.6,,32.0,,435.4,,40.6,,33.1,,30.3,,,,,,,,,
,,23,446.5,,33.1,,457.4,,41.4,,34.3,,31.4,,,,,,,,,
,,24,420.9,,34.2,,478.8,,42.0,,35.6,,32.5,,,,,,,,,
,,25,396.7,,35.2,,499.5,,42.6,,37.0,,33.5,,,,,,,,,
,,26,391.7,,36.2,,532.0,,44.2,,37.9,,34.5,,,,,,,,,
,,27,388.4,,37.1,,565.6,,45.9,,38.8,,35.4,,,,,,,,,
,,28,385.0,,38.0,,599.0,,47.5,,39.6,,36.2,,,,,,,,,
A2064,19.07123288,0,2315.0,,0.3,,0.0,,0.0,,0.0,,0.2,,,,,,,,,
,,1,2093.5,,1.0,,0.2,,0.0,,0.0,,0.9,,,,,,,,,
,,2,1893.2,,2.3,,1.2,,0.1,,0.7,,2.2,,,,,,,,,
,,3,1712.0,,3.9,,3.3,,1.3,,3.2,,3.6,,,,,,,,,
,,4,1548.2,,5.6,,12.3,,4.4,,6.0,,5.2,,,,,,,,,
,,5,1400.0,,7.4,,29.0,,9.0,,9.1,,6.9,,,,,,,,,
,,6,1266.1,,9.2,,53.7,,14.4,,12.0,,8.6,,,,,,,,,
,,7,1144.9,,11.1,,84.9,,19.9,,14.9,,10.4,,,,,,,,,
,,8,1035.4,,13.0,,120.1,,24.8,,17.5,,12.1,,,,,,,,,
,,9,936.3,,14.9,,156.7,,29.0,,19.8,,13.9,,,,,,,,,
,,10,846.7,,16.8,,192.5,,32.2,,22.0,,15.7,,,,,,,,,
,,11,765.7,,18.6,,226.5,,34.6,,24.0,,17.4,,,,,,,,,
,,12,692.4,,20.4,,258.3,,36.4,,25.9,,19.1,,,,,,,,,
,,13,626.2,,22.2,,287.9,,37.7,,27.7,,20.8,,,,,,,,,
,,14,566.2,,23.9,,315.3,,38.6,,29.5,,22.4,,,,,,,,,
,,15,512.1,,25.5,,340.9,,39.2,,31.2,,24.1,,,,,,,,,
,,16,463.1,,27.1,,364.5,,39.7,,33.0,,25.7,,,,,,,,,
,,17,418.7,,28.7,,386.3,,40.0,,34.9,,27.2,,,,,,,,,
,,18,378.7,,30.2,,406.2,,40.1,,36.7,,28.7,,,,,,,,,
,,19,342.4,,31.6,,424.3,,40.1,,38.6,,30.2,,,,,,,,,
,,20,337.8,,33.0,,461.0,,41.8,,39.7,,31.6,,,,,,,,,
,,21,336.3,,34.3,,500.0,,43.7,,40.7,,32.9,,,,,,,,,
,,22,334.8,,35.6,,539.2,,45.5,,41.6,,34.1,,,,,,,,,
,,23,333.1,,36.8,,578.5,,47.3,,42.5,,35.3,,,,,,,,,
,,24,331.3,,38.0,,617.6,,49.0,,43.4,,36.4,,,,,,,,,
,,25,329.5,,39.1,,656.4,,50.7,,44.3,,37.5,,,,,,,,,
,,26,327.5,,40.2,,694.9,,52.3,,45.1,,38.5,,,,,,,,,
,,27,325.5,,41.2,,732.9,,53.8,,45.9,,39.5,,,,,,,,,
,,28,323.4,,42.2,,770.4,,55.3,,46.7,,40.5,,,,,,,,,
A2075,17.06849315,0,1852.0,,0.3,,0.0,,0.0,,0.0,,0.2,,,,,,,,,
,,1,1667.9,,0.8,,0.1,,0.0,,0.0,,0.7,,,,,,,,,
,,2,1502.0,,1.8,,0.6,,0.0,,0.2,,1.7,,,,,,,,,
,,3,1352.7,,3.0,,1.5,,0.6,,2.4,,2.8,,,,,,,,,
,,4,1218.2,,4.4,,6.5,,2.5,,5.2,,4.1,,,,,,,,,
,,5,1097.1,,6.0,,16.6,,5.8,,8.2,,5.6,,,,,,,,,
,,6,988.0,,7.6,,32.4,,9.9,,11.3,,7.1,,,,,,,,,
,,7,889.8,,9.2,,53.6,,14.4,,14.4,,8.6,,,,,,,,,
,,8,801.3,,10.9,,78.6,,18.7,,17.2,,10.2,,,,,,,,,
,,9,721.6,,12.5,,105.8,,22.5,,19.9,,11.7,,,,,,,,,
,,10,649.9,,14.2,,133.4,,25.7,,22.4,,13.3,,,,,,,,,
,,11,585.3,,15.8,,160.4,,28.2,,24.8,,14.9,,,,,,,,,
,,12,527.1,,17.4,,186.0,,30.1,,27.0,,16.4,,,,,,,,,
,,13,474.7,,19.0,,210.1,,31.6,,29.1,,17.9,,,,,,,,,
,,14,427.5,,20.5,,232.7,,32.6,,31.2,,19.5,,,,,,,,,
,,15,385.0,,22.0,,253.7,,33.4,,33.3,,20.9,,,,,,,,,
,,16,346.7,,23.4,,273.3,,34.0,,35.3,,22.4,,,,,,,,,
,,17,312.2,,24.8,,291.5,,34.4,,37.5,,23.8,,,,,,,,,
,,18,308.4,,26.1,,326.3,,36.7,,38.9,,25.1,,,,,,,,,
,,19,307.6,,27.4,,363.4,,39.1,,40.2,,26.4,,,,,,,,,
,,20,306.8,,28.7,,400.3,,41.4,,41.4,,27.5,,,,,,,,,
,,21,305.9,,29.9,,437.5,,43.6,,42.6,,28.7,,,,,,,,,
,,22,304.9,,31.0,,475.1,,45.7,,43.7,,29.8,,,,,,,,,
,,23,303.8,,32.1,,513.0,,47.7,,44.7,,30.9,,,,,,,,,
,,24,302.7,,33.2,,550.9,,49.8,,45.7,,31.9,,,,,,,,,
,,25,301.5,,34.2,,588.7,,51.7,,46.7,,32.8,,,,,,,,,
,,26,300.2,,35.1,,626.3,,53.6,,47.7,,33.8,,,,,,,,,
,,27,298.8,,36.0,,663.5,,55.4,,48.6,,34.6,,,,,,,,,
,,28,297.4,,36.9,,700.3,,57.2,,49.5,,35.5,,,,,,,,,
A2088,15.06849315,0,1600.0,,0.3,,0.0,,0.0,,0.0,,0.2,,,,,,,,,
,,1,1440.9,,0.7,,0.1,,0.0,,0.0,,0.6,,,,,,,,,
,,2,1297.5,,1.5,,0.5,,0.0,,0.0,,1.4,,,,,,,,,
,,3,1168.5,,2.6,,1.3,,0.2,,1.4,,2.4,,,,,,,,,
,,4,1052.3,,3.8,,2.6,,1.1,,3.6,,3.6,,,,,,,,,
,,5,947.6,,5.2,,7.3,,2.7,,6.0,,4.8,,,,,,,,,
,,6,853.3,,6.6,,15.2,,5.0,,8.7,,6.2,,,,,,,,,
,,7,768.5,,8.1,,26.3,,7.7,,11.3,,7.6,,,,,,,,,
,,8,692.0,,9.6,,40.4,,10.5,,13.9,,9.0,,,,,,,,,
,,9,623.2,,11.2,,56.8,,13.2,,16.4,,10.5,,,,,,,,,
,,10,561.2,,12.7,,74.4,,15.7,,18.9,,11.9,,,,,,,,,
,,11,505.4,,14.2,,92.5,,17.8,,21.2,,13.4,,,,,,,,,
,,12,455.1,,15.7,,110.4,,19.6,,23.4,,14.8,,,,,,,,,
,,13,409.9,,17.1,,127.7,,21.0,,25.5,,16.3,,,,,,,,,
,,14,369.1,,18.5,,144.2,,22.1,,27.6,,17.7,,,,,,,,,
,,15,332.4,,19.9,,159.7,,23.0,,29.7,,19.1,,,,,,,,,
,,16,328.5,,21.2,,186.7,,25.4,,31.4,,20.4,,,,,,,,,
,,17,327.9,,22.5,,216.1,,27.9,,32.9,,21.6,,,,,,,,,
,,18,327.3,,23.8,,246.5,,30.3,,34.3,,22.8,,,,,,,,,
,,19,326.5,,25.0,,277.6,,32.6,,35.7,,23.9,,,,,,,,,
,,20,325.7,,26.1,,309.0,,34.8,,36.9,,25.0,,,,,,,,,
,,21,324.7,,27.2,,341.1,,37.0,,38.1,,26.1,,,,,,,,,
,,22,323.7,,28.3,,373.8,,39.1,,39.2,,27.1,,,,,,,,,
,,23,322.5,,29.3,,406.9,,41.3,,40.4,,28.1,,,,,,,,,
,,24,321.3,,30.3,,440.4,,43.3,,41.4,,29.0,,,,,,,,,
,,25,319.9,,31.2,,474.1,,45.3,,42.5,,29.9,,,,,,,,,
,,26,318.5,,32.1,,507.9,,47.3,,43.5,,30.8,,,,,,,,,
,,27,316.9,,32.9,,541.5,,49.2,,44.5,,31.6,,,,,,,,,
,,28,315.3,,33.7,,575.0,,51.1,,45.4,,32.3,,,,,,,,,
A2269,32.9369863,0,2000.0,,0.3,,0.0,,0.0,,0.0,,0.2,,,,,,,,,
,,1,1865.0,,0.5,,0.1,,0.0,,0.0,,0.5,,,,,,,,,
,,2,1739.0,,1.2,,0.4,,0.0,,0.0,,1.1,,,,,,,,,
,,3,1621.6,,2.1,,1.2,,0.0,,0.4,,1.9,,,,,,,,,
,,4,1512.1,,3.1,,2.4,,0.5,,2.0,,2.9,,,,,,,,,
,,5,1410.0,,4.2,,4.1,,1.6,,3.8,,3.9,,,,,,,,,
,,6,1314.8,,5.5,,9.6,,3.5,,5.8,,5.1,,,,,,,,,
,,7,1226.0,,6.7,,18.3,,6.0,,7.9,,6.3,,,,,,,,,
,,8,1143.3,,8.1,,30.5,,9.0,,10.0,,7.5,,,,,,,,,
,,9,1066.1,,9.4,,46.0,,12.2,,12.1,,8.8,,,,,,,,,
,,10,994.1,,10.7,,64.3,,15.5,,14.1,,10.0,,,,,,,,,
,,11,927.0,,12.1,,84.7,,18.6,,16.0,,11.3,,,,,,,,,
,,12,864.4,,13.4,,106.4,,21.5,,17.8,,12.5,,,,,,,,,
,,13,806.0,,14.7,,128.7,,24.1,,19.5,,13.7,,,,,,,,,
,,14,751.6,,15.9,,151.0,,26.4,,21.2,,14.9,,,,,,,,,
,,15,700.8,,17.1,,172.9,,28.4,,22.7,,16.1,,,,,,,,,
,,16,653.5,,18.3,,194.0,,30.0,,24.2,,17.2,,,,,,,,,
,,17,609.4,,19.5,,214.2,,31.4,,25.6,,18.3,,,,,,,,,
,,18,568.2,,20.6,,233.4,,32.6,,27.0,,19.4,,,,,,,,,
,,19,529.9,,21.7,,251.5,,33.6,,28.4,,20.4,,,,,,,,,
,,20,494.1,,22.7,,268.4,,34.4,,29.8,,21.4,,,,,,,,,
,,21,460.7,,23.7,,284.5,,35.1,,31.1,,22.4,,,,,,,,,
,,22,429.6,,24.6,,299.9,,35.7,,32.5,,23.3,,,,,,,,,
,,23,400.6,,25.5,,314.7,,36.3,,33.9,,24.3,,,,,,,,,
,,24,373.6,,26.4,,328.7,,36.7,,35.4,,25.1,,,,,,,,,
,,25,348.3,,27.2,,341.9,,37.2,,36.8,,26.0,,,,,,,,,
,,26,324.8,,28.0,,354.5,,37.5,,38.3,,26.8,,,,,,,,,
,,27,302.9,,28.7,,366.3,,37.8,,39.9,,27.6,,,,,,,,,
,,28,282.4,,29.4,,377.5,,38.1,,41.5,,28.3,,,,,,,,,
A2282,10.00821918,0,2000.0,,0.3,,0.0,,0.0,,0.0,,0.2,,,,,,,,,
,,1,1695.5,,0.8,,0.1,,0.0,,0.0,,0.7,,,,,,,,,
,,2,1437.4,,1.8,,0.5,,0.0,,0.2,,1.7,,,,,,,,,
,,3,1218.6,,3.0,,1.2,,0.4,,2.2,,2.8,,,,,,,,,
,,4,1033.1,,4.5,,4.7,,1.8,,4.8,,4.1,,,,,,,,,
,,5,875.8,,6.0,,11.4,,4.0,,7.6,,5.6,,,,,,,,,
,,6,742.5,,7.6,,21.3,,6.5,,10.6,,7.1,,,,,,,,,
,,7,629.4,,9.2,,33.7,,9.1,,13.5,,8.6,,,,,,,,,
,,8,533.6,,10.9,,47.4,,11.3,,16.4,,10.2,,,,,,,,,
,,9,452.4,,12.5,,61.5,,13.1,,19.2,,11.9,,,,,,,,,
,,10,383.5,,14.2,,75.0,,14.5,,21.9,,13.5,,,,,,,,,
,,11,380.1,,15.8,,99.8,,17.6,,24.2,,15.1,,,,,,,,,
,,12,379.7,,17.4,,128.2,,20.8,,26.4,,16.6,,,,,,,,,
,,13,379.2,,19.0,,159.0,,23.9,,28.3,,18.1,,,,,,,,,
,,14,378.6,,20.5,,191.8,,26.9,,30.1,,19.5,,,,,,,,,
,,15,377.8,,22.0,,226.3,,29.8,,31.7,,21.0,,,,,,,,,
,,16,377.0,,23.4,,262.0,,32.6,,33.2,,22.3,,,,,,,,,
,,17,376.0,,24.8,,298.5,,35.3,,34.6,,23.7,,,,,,,,,
,,18,374.8,,26.2,,335.7,,37.8,,35.8,,24.9,,,,,,,,,
,,19,373.5,,27.4,,373.1,,40.2,,37.0,,26.2,,,,,,,,,
,,20,372.0,,28.7,,410.3,,42.4,,38.1,,27.4,,,,,,,,,
,,21,370.4,,29.9,,447.9,,44.6,,39.1,,28.5,,,,,,,,,
,,22,368.7,,31.0,,485.8,,46.7,,40.1,,29.6,,,,,,,,,
,,23,366.8,,32.1,,523.9,,48.7,,41.1,,30.6,,,,,,,,,
,,24,364.9,,33.2,,561.9,,50.7,,42.1,,31.6,,,,,,,,,
,,25,362.7,,34.2,,599.8,,52.7,,43.0,,32.6,,,,,,,,,
,,26,360.5,,35.1,,637.5,,54.5,,43.9,,33.5,,,,,,,,,
,,27,358.1,,36.0,,674.7,,56.3,,44.8,,34.4,,,,,,,,,
,,28,355.6,,36.9,,711.5,,58.1,,45.6,,35.3,,,,,,,,,
A2406,16.09315068,0,1852.0,,0.3,,0.0,,0.0,,0.0,,0.2,,,,,,,,,
,,1,1623.3,,0.7,,0.1,,0.0,,0.0,,0.6,,,,,,,,,
,,2,1422.8,,1.5,,0.7,,0.0,,0.0,,1.4,,,,,,,,,
,,3,1247.1,,2.6,,1.7,,0.2,,1.5,,2.4,,,,,,,,,
,,4,1093.1,,3.8,,3.3,,1.3,,3.9,,3.6,,,,,,,,,
,,5,958.1,,5.2,,8.9,,3.3,,6.6,,4.9,,,,,,,,,
,,6,839.8,,6.7,,17.8,,5.9,,9.4,,6.2,,,,,,,,,
,,7,736.1,,8.1,,29.9,,8.7,,12.3,,7.6,,,,,,,,,
,,8,645.2,,9.7,,44.4,,11.5,,15.1,,9.1,,,,,,,,,
,,9,565.5,,11.2,,60.5,,14.1,,17.8,,10.5,,,,,,,,,
,,10,495.6,,12.7,,76.9,,16.2,,20.4,,12.0,,,,,,,,,
,,11,434.4,,14.2,,93.0,,17.9,,22.9,,13.5,,,,,,,,,
,,12,380.8,,15.7,,108.3,,19.2,,25.3,,15.0,,,,,,,,,
,,13,333.8,,17.2,,122.4,,20.1,,27.7,,16.4,,,,,,,,,
,,14,292.5,,18.6,,135.5,,20.8,,30.1,,17.9,,,,,,,,,
,,15,256.4,,19.9,,147.7,,21.2,,32.5,,19.3,,,,,,,,,
,,16,224.7,,21.3,,159.3,,21.6,,35.0,,20.7,,,,,,,,,
,,17,221.6,,22.6,,184.3,,23.7,,36.9,,22.0,,,,,,,,,
,,18,221.4,,23.8,,211.7,,26.0,,38.6,,23.2,,,,,,,,,
,,19,221.1,,25.0,,240.0,,28.1,,40.3,,24.3,,,,,,,,,
,,20,220.8,,26.2,,268.7,,30.2,,41.8,,25.5,,,,,,,,,
,,21,220.4,,27.3,,298.2,,32.3,,43.2,,26.5,,,,,,,,,
,,22,220.1,,28.3,,328.5,,34.4,,44.6,,27.6,,,,,,,,,
,,23,219.7,,29.3,,359.3,,36.4,,45.9,,28.6,,,,,,,,,
